# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
150           	smoothSolver	3.024000e-04	2.447920e-05	8	3.129510e-03	2.704130e-04	7	1.802680e-03	1.422400e-04	7	false	GAMG	1.906810e-03	1.093870e-05	4	true
151           	smoothSolver	2.980760e-04	2.409650e-05	8	3.085800e-03	2.661020e-04	7	1.759120e-03	1.379650e-04	7	false	GAMG	1.876430e-03	1.126450e-05	4	true
152           	smoothSolver	2.949770e-04	2.371870e-05	8	3.042180e-03	2.612770e-04	7	1.725110e-03	1.354590e-04	7	false	GAMG	1.843220e-03	1.138260e-05	4	true
153           	smoothSolver	2.917080e-04	2.312200e-05	8	3.010780e-03	2.566690e-04	7	1.696570e-03	1.330290e-04	7	false	GAMG	1.809500e-03	1.127270e-05	4	true
154           	smoothSolver	2.876290e-04	2.234930e-05	8	2.982500e-03	2.536680e-04	7	1.674670e-03	1.300910e-04	7	false	GAMG	1.780070e-03	1.100760e-05	4	true
155           	smoothSolver	2.816770e-04	2.149970e-05	8	2.956860e-03	2.518320e-04	7	1.647410e-03	1.271850e-04	7	false	GAMG	1.750170e-03	1.051140e-05	4	true
156           	smoothSolver	2.743180e-04	2.079310e-05	8	2.938700e-03	2.505690e-04	7	1.621430e-03	1.252620e-04	7	false	GAMG	1.721040e-03	9.800910e-06	4	true
157           	smoothSolver	2.675110e-04	2.025250e-05	8	2.930950e-03	2.513220e-04	7	1.596990e-03	1.251540e-04	7	false	GAMG	1.696870e-03	8.946150e-06	4	true
158           	smoothSolver	2.618440e-04	1.989760e-05	8	2.920340e-03	2.526920e-04	7	1.579760e-03	1.255580e-04	7	false	GAMG	1.684680e-03	8.348450e-06	4	true
159           	smoothSolver	2.576590e-04	1.974490e-05	8	2.905570e-03	2.523810e-04	7	1.564010e-03	1.254840e-04	7	false	GAMG	1.670650e-03	8.075430e-06	4	true
160           	smoothSolver	2.546930e-04	1.970420e-05	8	2.880390e-03	2.489910e-04	7	1.550470e-03	1.250910e-04	7	false	GAMG	1.647830e-03	8.035000e-06	4	true
161           	smoothSolver	2.528540e-04	1.961690e-05	8	2.844370e-03	2.442050e-04	7	1.542850e-03	1.239470e-04	7	false	GAMG	1.621970e-03	8.087630e-06	4	true
162           	smoothSolver	2.502060e-04	1.943520e-05	8	2.785480e-03	2.376520e-04	7	1.533450e-03	1.222860e-04	7	false	GAMG	1.595550e-03	8.076010e-06	4	true
163           	smoothSolver	2.474120e-04	1.921970e-05	8	2.716100e-03	2.283830e-04	7	1.511650e-03	1.192480e-04	7	false	GAMG	1.571360e-03	8.006810e-06	4	true
164           	smoothSolver	2.453520e-04	1.900410e-05	8	2.643390e-03	2.185950e-04	7	1.483710e-03	1.156720e-04	7	false	GAMG	1.547300e-03	8.024910e-06	4	true
165           	smoothSolver	2.441920e-04	1.886570e-05	8	2.569400e-03	2.103780e-04	7	1.460040e-03	1.127950e-04	7	false	GAMG	1.524620e-03	8.370490e-06	4	true
166           	smoothSolver	2.448410e-04	1.900880e-05	8	2.504750e-03	2.048590e-04	7	1.460690e-03	1.119120e-04	7	false	GAMG	1.520770e-03	8.776250e-06	4	true
167           	smoothSolver	2.469480e-04	1.931660e-05	8	2.462720e-03	2.009240e-04	7	1.475090e-03	1.126610e-04	7	false	GAMG	1.530760e-03	8.914200e-06	4	true
168           	smoothSolver	2.496830e-04	1.956420e-05	8	2.427960e-03	1.984330e-04	7	1.495610e-03	1.146420e-04	7	false	GAMG	1.551030e-03	8.687680e-06	4	true
169           	smoothSolver	2.520500e-04	1.977210e-05	8	2.397970e-03	1.972510e-04	7	1.518300e-03	1.173960e-04	7	false	GAMG	1.576290e-03	8.347640e-06	4	true
170           	smoothSolver	2.542100e-04	1.993830e-05	8	2.375330e-03	1.957090e-04	7	1.542910e-03	1.211290e-04	7	false	GAMG	1.598120e-03	8.073120e-06	4	true
171           	smoothSolver	2.562520e-04	2.018100e-05	8	2.353820e-03	1.938690e-04	7	1.575890e-03	1.253850e-04	7	false	GAMG	1.615870e-03	7.917010e-06	4	true
172           	smoothSolver	2.582830e-04	2.044040e-05	8	2.332760e-03	1.919720e-04	7	1.613580e-03	1.298250e-04	7	false	GAMG	1.630170e-03	7.889440e-06	4	true
173           	smoothSolver	2.598010e-04	2.067870e-05	8	2.305050e-03	1.901220e-04	7	1.644070e-03	1.345910e-04	7	false	GAMG	1.646620e-03	7.940250e-06	4	true
174           	smoothSolver	2.620990e-04	2.099350e-05	8	2.284920e-03	1.902580e-04	7	1.683040e-03	1.393630e-04	7	false	GAMG	1.664740e-03	8.338990e-06	4	true
175           	smoothSolver	2.676440e-04	2.152400e-05	8	2.297720e-03	1.926620e-04	7	1.728400e-03	1.451610e-04	7	false	GAMG	1.692040e-03	9.211070e-06	4	true
176           	smoothSolver	2.764860e-04	2.214210e-05	8	2.334410e-03	1.984970e-04	7	1.777320e-03	1.504060e-04	7	false	GAMG	1.724230e-03	1.024710e-05	4	true
177           	smoothSolver	2.864930e-04	2.268860e-05	8	2.407390e-03	2.054540e-04	7	1.831600e-03	1.530100e-04	7	false	GAMG	1.756930e-03	1.111830e-05	4	true
178           	smoothSolver	2.957320e-04	2.311890e-05	8	2.495550e-03	2.118450e-04	7	1.870600e-03	1.528870e-04	7	false	GAMG	1.776140e-03	1.159690e-05	4	true
179           	smoothSolver	3.025580e-04	2.339770e-05	8	2.564980e-03	2.165920e-04	7	1.885360e-03	1.508680e-04	7	false	GAMG	1.785970e-03	1.153030e-05	4	true
180           	smoothSolver	3.045270e-04	2.347720e-05	8	2.621520e-03	2.198880e-04	7	1.880910e-03	1.479210e-04	7	false	GAMG	1.782590e-03	1.090370e-05	4	true
181           	smoothSolver	3.026410e-04	2.358270e-05	8	2.657010e-03	2.225250e-04	7	1.857610e-03	1.447290e-04	7	false	GAMG	1.772260e-03	9.909880e-06	4	true
182           	smoothSolver	2.993300e-04	2.382890e-05	8	2.681810e-03	2.256820e-04	7	1.815820e-03	1.418330e-04	7	false	GAMG	1.753720e-03	9.036280e-06	4	true
183           	smoothSolver	2.963820e-04	2.417760e-05	8	2.711690e-03	2.308130e-04	7	1.772750e-03	1.399840e-04	7	false	GAMG	1.731780e-03	8.460380e-06	4	true
184           	smoothSolver	2.947260e-04	2.464210e-05	8	2.767550e-03	2.375230e-04	7	1.739100e-03	1.400950e-04	7	false	GAMG	1.717290e-03	8.264610e-06	4	true
185           	smoothSolver	2.940630e-04	2.522050e-05	8	2.833190e-03	2.439150e-04	7	1.727490e-03	1.423020e-04	7	false	GAMG	1.703860e-03	8.353220e-06	4	true
186           	smoothSolver	2.950910e-04	2.575660e-05	8	2.880850e-03	2.487520e-04	7	1.730330e-03	1.451650e-04	7	false	GAMG	1.701860e-03	8.572030e-06	4	true
187           	smoothSolver	2.972100e-04	2.618930e-05	8	2.903320e-03	2.514350e-04	7	1.728570e-03	1.473190e-04	7	false	GAMG	1.702760e-03	8.797630e-06	4	true
188           	smoothSolver	3.003710e-04	2.636110e-05	8	2.895280e-03	2.518690e-04	7	1.729740e-03	1.487200e-04	7	false	GAMG	1.708630e-03	8.857860e-06	4	true
189           	smoothSolver	3.037120e-04	2.637960e-05	8	2.878170e-03	2.488980e-04	7	1.733430e-03	1.492470e-04	7	false	GAMG	1.717750e-03	8.787910e-06	4	true
190           	smoothSolver	3.065590e-04	2.623710e-05	8	2.831990e-03	2.425480e-04	7	1.740920e-03	1.489810e-04	7	false	GAMG	1.741230e-03	8.656140e-06	4	true
191           	smoothSolver	3.083610e-04	2.597190e-05	8	2.778540e-03	2.358840e-04	7	1.743730e-03	1.488490e-04	7	false	GAMG	1.765550e-03	8.565740e-06	4	true
192           	smoothSolver	3.096590e-04	2.574800e-05	8	2.730910e-03	2.324450e-04	7	1.750880e-03	1.506090e-04	7	false	GAMG	1.785200e-03	8.565790e-06	4	true
193           	smoothSolver	3.111360e-04	2.562510e-05	8	2.712970e-03	2.322690e-04	7	1.768000e-03	1.542670e-04	7	false	GAMG	1.789130e-03	8.691170e-06	4	true
194           	smoothSolver	3.146940e-04	2.577140e-05	8	2.712670e-03	2.337580e-04	7	1.796840e-03	1.595710e-04	7	false	GAMG	1.797230e-03	8.842370e-06	4	true
195           	smoothSolver	3.200330e-04	2.603160e-05	8	2.711190e-03	2.338130e-04	7	1.825590e-03	1.650260e-04	7	false	GAMG	1.809720e-03	8.948500e-06	4	true
196           	smoothSolver	3.224210e-04	2.623070e-05	8	2.666300e-03	2.303320e-04	7	1.833450e-03	1.680400e-04	7	false	GAMG	1.826080e-03	9.168010e-06	4	true
197           	smoothSolver	3.213720e-04	2.624430e-05	8	2.585660e-03	2.241400e-04	7	1.821370e-03	1.676820e-04	7	false	GAMG	1.832050e-03	9.578560e-06	4	true
198           	smoothSolver	3.176170e-04	2.603100e-05	8	2.485200e-03	2.159910e-04	7	1.789610e-03	1.642170e-04	7	false	GAMG	1.824330e-03	1.020900e-05	4	true
199           	smoothSolver	3.134660e-04	2.567420e-05	8	2.404240e-03	2.084220e-04	7	1.760810e-03	1.601070e-04	7	false	GAMG	1.813950e-03	1.088160e-05	4	true
200           	smoothSolver	3.103310e-04	2.529690e-05	8	2.357080e-03	2.040620e-04	7	1.739210e-03	1.570240e-04	7	false	GAMG	1.790250e-03	1.132170e-05	4	true
201           	smoothSolver	3.087780e-04	2.507920e-05	8	2.352830e-03	2.056740e-04	7	1.736650e-03	1.566780e-04	7	false	GAMG	1.753730e-03	1.148080e-05	4	true
202           	smoothSolver	3.094190e-04	2.500510e-05	8	2.377500e-03	2.109940e-04	7	1.747750e-03	1.591670e-04	7	false	GAMG	1.721950e-03	1.141450e-05	4	true
203           	smoothSolver	3.107270e-04	2.494420e-05	8	2.425290e-03	2.175760e-04	7	1.760330e-03	1.625370e-04	7	false	GAMG	1.707240e-03	1.126970e-05	4	true
204           	smoothSolver	3.128210e-04	2.499940e-05	8	2.480700e-03	2.247620e-04	7	1.776260e-03	1.653790e-04	7	false	GAMG	1.695360e-03	1.104850e-05	4	true
205           	smoothSolver	3.130170e-04	2.503260e-05	8	2.535860e-03	2.322950e-04	7	1.788250e-03	1.668290e-04	7	false	GAMG	1.687150e-03	1.064120e-05	4	true
206           	smoothSolver	3.104560e-04	2.516120e-05	8	2.577780e-03	2.392800e-04	7	1.785730e-03	1.664710e-04	7	false	GAMG	1.676570e-03	9.873750e-06	4	true
207           	smoothSolver	3.057010e-04	2.531200e-05	8	2.611820e-03	2.467880e-04	7	1.771120e-03	1.652130e-04	7	false	GAMG	1.660990e-03	8.856900e-06	4	true
208           	smoothSolver	3.002380e-04	2.556060e-05	8	2.637160e-03	2.534580e-04	7	1.749880e-03	1.638120e-04	7	false	GAMG	1.641200e-03	8.216210e-06	4	true
209           	smoothSolver	2.952750e-04	2.588610e-05	8	2.663990e-03	2.606240e-04	7	1.734700e-03	1.629460e-04	7	false	GAMG	1.617750e-03	8.239000e-06	4	true
210           	smoothSolver	2.931470e-04	2.618720e-05	8	2.706790e-03	2.665620e-04	7	1.729940e-03	1.626610e-04	7	false	GAMG	1.600200e-03	8.693440e-06	4	true
211           	smoothSolver	2.929690e-04	2.643730e-05	8	2.752030e-03	2.715810e-04	7	1.738850e-03	1.636190e-04	7	false	GAMG	1.597520e-03	9.331290e-06	4	true
212           	smoothSolver	2.952120e-04	2.664920e-05	8	2.801840e-03	2.736880e-04	7	1.761340e-03	1.652030e-04	7	false	GAMG	1.609340e-03	1.029680e-05	4	true
213           	smoothSolver	3.000700e-04	2.678100e-05	8	2.843270e-03	2.743000e-04	7	1.802140e-03	1.674370e-04	7	false	GAMG	1.632640e-03	1.139300e-05	4	true
214           	smoothSolver	3.067100e-04	2.679840e-05	8	2.871840e-03	2.729860e-04	7	1.859340e-03	1.707260e-04	7	false	GAMG	1.662870e-03	1.233760e-05	4	true
215           	smoothSolver	3.138470e-04	2.681070e-05	8	2.888750e-03	2.711700e-04	7	1.933280e-03	1.747160e-04	7	false	GAMG	1.706830e-03	1.277890e-05	4	true
216           	smoothSolver	3.225220e-04	2.697550e-05	8	2.905470e-03	2.697270e-04	7	2.011270e-03	1.788730e-04	7	false	GAMG	1.755640e-03	1.260760e-05	4	true
217           	smoothSolver	3.306360e-04	2.713300e-05	8	2.930630e-03	2.691690e-04	7	2.085530e-03	1.831520e-04	7	false	GAMG	1.807880e-03	1.196620e-05	4	true
218           	smoothSolver	3.370410e-04	2.727750e-05	8	2.979930e-03	2.691200e-04	7	2.138740e-03	1.853290e-04	7	false	GAMG	1.862800e-03	1.136080e-05	4	true
219           	smoothSolver	3.422090e-04	2.734290e-05	8	3.056840e-03	2.699040e-04	7	2.178150e-03	1.867660e-04	7	false	GAMG	1.918990e-03	1.086330e-05	4	true
220           	smoothSolver	3.462060e-04	2.728250e-05	8	3.134190e-03	2.716300e-04	7	2.201730e-03	1.868770e-04	7	false	GAMG	1.967320e-03	1.071240e-05	4	true
221           	smoothSolver	3.473240e-04	2.709540e-05	8	3.201450e-03	2.744040e-04	7	2.201720e-03	1.852360e-04	7	false	GAMG	2.010950e-03	1.118850e-05	4	true
222           	smoothSolver	3.471930e-04	2.689730e-05	8	3.263430e-03	2.779410e-04	7	2.188300e-03	1.817960e-04	7	false	GAMG	2.040860e-03	1.205660e-05	4	true
223           	smoothSolver	3.472640e-04	2.687160e-05	8	3.306640e-03	2.814330e-04	7	2.179590e-03	1.782470e-04	7	false	GAMG	2.051170e-03	1.237780e-05	4	true
224           	smoothSolver	3.475920e-04	2.705630e-05	8	3.350500e-03	2.855350e-04	7	2.175090e-03	1.757270e-04	7	false	GAMG	2.048150e-03	1.214770e-05	4	true
225           	smoothSolver	3.495610e-04	2.719400e-05	8	3.421130e-03	2.901750e-04	7	2.182720e-03	1.735180e-04	7	false	GAMG	2.033470e-03	1.197610e-05	4	true
226           	smoothSolver	3.489340e-04	2.715720e-05	8	3.471570e-03	2.927440e-04	7	2.179870e-03	1.720060e-04	7	false	GAMG	2.012930e-03	1.178480e-05	4	true
227           	smoothSolver	3.470770e-04	2.716400e-05	8	3.516980e-03	2.940300e-04	7	2.169430e-03	1.703720e-04	7	false	GAMG	2.000540e-03	1.162050e-05	4	true
228           	smoothSolver	3.464220e-04	2.716650e-05	8	3.565470e-03	2.947930e-04	7	2.148790e-03	1.675230e-04	7	false	GAMG	1.991470e-03	1.162670e-05	4	true
229           	smoothSolver	3.461780e-04	2.706510e-05	8	3.582050e-03	2.958980e-04	7	2.121720e-03	1.647620e-04	7	false	GAMG	1.979840e-03	1.162950e-05	4	true
230           	smoothSolver	3.452830e-04	2.697540e-05	8	3.575050e-03	2.961550e-04	7	2.086580e-03	1.631110e-04	7	false	GAMG	1.968980e-03	1.168510e-05	4	true
231           	smoothSolver	3.437390e-04	2.684690e-05	8	3.530950e-03	2.950390e-04	7	2.034970e-03	1.614040e-04	7	false	GAMG	1.946170e-03	1.188610e-05	4	true
232           	smoothSolver	3.411210e-04	2.683860e-05	8	3.447550e-03	2.928940e-04	7	1.977470e-03	1.602760e-04	7	false	GAMG	1.930460e-03	1.203400e-05	4	true
233           	smoothSolver	3.387460e-04	2.692150e-05	8	3.364290e-03	2.906910e-04	7	1.938630e-03	1.595810e-04	7	false	GAMG	1.923210e-03	1.162840e-05	4	true
234           	smoothSolver	3.374420e-04	2.702690e-05	8	3.288920e-03	2.879030e-04	7	1.917870e-03	1.594450e-04	7	false	GAMG	1.918420e-03	1.100850e-05	4	true
235           	smoothSolver	3.345950e-04	2.715590e-05	8	3.204450e-03	2.827730e-04	7	1.895140e-03	1.598150e-04	7	false	GAMG	1.913600e-03	1.087380e-05	4	true
236           	smoothSolver	3.304500e-04	2.739080e-05	8	3.142780e-03	2.779680e-04	7	1.871770e-03	1.600110e-04	7	false	GAMG	1.904010e-03	1.116020e-05	4	true
237           	smoothSolver	3.284240e-04	2.778450e-05	8	3.099180e-03	2.741670e-04	7	1.858810e-03	1.601050e-04	7	false	GAMG	1.906540e-03	1.156750e-05	4	true
238           	smoothSolver	3.299170e-04	2.827790e-05	8	3.083090e-03	2.716380e-04	7	1.862060e-03	1.606940e-04	7	false	GAMG	1.917120e-03	1.160290e-05	4	true
239           	smoothSolver	3.323480e-04	2.875590e-05	8	3.064290e-03	2.684100e-04	7	1.870420e-03	1.606010e-04	7	false	GAMG	1.925280e-03	1.131920e-05	4	true
240           	smoothSolver	3.351250e-04	2.908840e-05	8	3.034880e-03	2.645470e-04	7	1.864470e-03	1.598560e-04	7	false	GAMG	1.930800e-03	1.096460e-05	4	true
241           	smoothSolver	3.365880e-04	2.922030e-05	8	3.004300e-03	2.600250e-04	7	1.854060e-03	1.586010e-04	7	false	GAMG	1.940070e-03	1.090390e-05	4	true
242           	smoothSolver	3.371080e-04	2.907640e-05	8	2.962890e-03	2.553590e-04	7	1.848700e-03	1.577860e-04	7	false	GAMG	1.948020e-03	1.121050e-05	4	true
243           	smoothSolver	3.356190e-04	2.881870e-05	8	2.929050e-03	2.509620e-04	7	1.848960e-03	1.576990e-04	7	false	GAMG	1.950910e-03	1.191990e-05	4	true
244           	smoothSolver	3.356700e-04	2.855610e-05	8	2.919010e-03	2.492880e-04	7	1.863120e-03	1.588980e-04	7	false	GAMG	1.948210e-03	1.266030e-05	4	true
245           	smoothSolver	3.361980e-04	2.822550e-05	8	2.947270e-03	2.513970e-04	7	1.885980e-03	1.598310e-04	7	false	GAMG	1.950490e-03	1.339560e-05	4	true
246           	smoothSolver	3.371670e-04	2.792930e-05	8	2.982830e-03	2.554480e-04	7	1.905930e-03	1.608460e-04	7	false	GAMG	1.948630e-03	1.362360e-05	4	true
247           	smoothSolver	3.374450e-04	2.773010e-05	8	3.029900e-03	2.619330e-04	7	1.919950e-03	1.623370e-04	7	false	GAMG	1.951100e-03	1.320720e-05	4	true
248           	smoothSolver	3.375090e-04	2.760110e-05	8	3.089270e-03	2.702400e-04	7	1.937030e-03	1.634170e-04	7	false	GAMG	1.941450e-03	1.239610e-05	4	true
249           	smoothSolver	3.389490e-04	2.750310e-05	8	3.174100e-03	2.800550e-04	7	1.963800e-03	1.650740e-04	7	false	GAMG	1.925670e-03	1.188840e-05	4	true
250           	smoothSolver	3.427430e-04	2.748000e-05	8	3.264310e-03	2.883040e-04	7	1.998000e-03	1.672640e-04	7	false	GAMG	1.924560e-03	1.182540e-05	4	true
251           	smoothSolver	3.452890e-04	2.747840e-05	8	3.321650e-03	2.935870e-04	7	2.023480e-03	1.691260e-04	7	false	GAMG	1.935330e-03	1.152850e-05	4	true
252           	smoothSolver	3.441470e-04	2.737450e-05	8	3.313680e-03	2.923260e-04	7	2.025710e-03	1.689610e-04	7	false	GAMG	1.945880e-03	1.090670e-05	4	true
253           	smoothSolver	3.423480e-04	2.717340e-05	8	3.263470e-03	2.839320e-04	7	2.010300e-03	1.669600e-04	7	false	GAMG	1.957910e-03	1.031030e-05	4	true
254           	smoothSolver	3.409810e-04	2.695290e-05	8	3.211660e-03	2.709960e-04	7	1.981920e-03	1.638140e-04	7	false	GAMG	1.977710e-03	9.965020e-06	4	true
255           	smoothSolver	3.390980e-04	2.665820e-05	8	3.150520e-03	2.605840e-04	7	1.954870e-03	1.601130e-04	7	false	GAMG	1.982130e-03	9.930060e-06	4	true
256           	smoothSolver	3.368250e-04	2.644140e-05	8	3.101910e-03	2.559210e-04	7	1.934500e-03	1.563970e-04	7	false	GAMG	1.969860e-03	9.889900e-06	4	true
257           	smoothSolver	3.351450e-04	2.642590e-05	8	3.066740e-03	2.567780e-04	7	1.925190e-03	1.534060e-04	7	false	GAMG	1.952930e-03	9.943740e-06	4	true
258           	smoothSolver	3.319320e-04	2.644020e-05	8	3.000400e-03	2.552350e-04	7	1.917640e-03	1.531250e-04	7	false	GAMG	1.938540e-03	9.936000e-06	4	true
259           	smoothSolver	3.276380e-04	2.653580e-05	8	2.922870e-03	2.519210e-04	7	1.905390e-03	1.546030e-04	7	false	GAMG	1.920050e-03	9.762650e-06	4	true
260           	smoothSolver	3.229730e-04	2.656140e-05	8	2.835600e-03	2.465680e-04	7	1.881450e-03	1.542840e-04	7	false	GAMG	1.887540e-03	9.374050e-06	4	true
261           	smoothSolver	3.180000e-04	2.651460e-05	8	2.733050e-03	2.386110e-04	7	1.838930e-03	1.515310e-04	7	false	GAMG	1.851420e-03	8.938360e-06	4	true
262           	smoothSolver	3.124980e-04	2.627370e-05	8	2.622030e-03	2.287780e-04	7	1.789350e-03	1.472680e-04	7	false	GAMG	1.810980e-03	8.699430e-06	4	true
263           	smoothSolver	3.070610e-04	2.591170e-05	8	2.523940e-03	2.200410e-04	7	1.745530e-03	1.439230e-04	7	false	GAMG	1.772190e-03	8.383890e-06	4	true
264           	smoothSolver	3.030580e-04	2.557010e-05	8	2.456030e-03	2.143910e-04	7	1.718910e-03	1.423000e-04	7	false	GAMG	1.742860e-03	7.774410e-06	4	true
265           	smoothSolver	3.002670e-04	2.529860e-05	8	2.417570e-03	2.129490e-04	7	1.705820e-03	1.420590e-04	7	false	GAMG	1.721860e-03	7.451770e-06	4	true
266           	smoothSolver	2.977790e-04	2.506890e-05	8	2.398680e-03	2.140920e-04	7	1.698060e-03	1.429020e-04	7	false	GAMG	1.707990e-03	7.480750e-06	4	true
267           	smoothSolver	2.960520e-04	2.479750e-05	8	2.387070e-03	2.143140e-04	7	1.700270e-03	1.442670e-04	7	false	GAMG	1.708630e-03	7.607430e-06	4	true
268           	smoothSolver	2.948020e-04	2.445550e-05	8	2.365640e-03	2.133880e-04	7	1.713970e-03	1.463330e-04	7	false	GAMG	1.713850e-03	7.568440e-06	4	true
269           	smoothSolver	2.922380e-04	2.406600e-05	8	2.332020e-03	2.098470e-04	7	1.720710e-03	1.472220e-04	7	false	GAMG	1.718050e-03	7.474470e-06	4	true
270           	smoothSolver	2.884190e-04	2.354180e-05	8	2.282390e-03	2.029120e-04	7	1.715530e-03	1.457570e-04	7	false	GAMG	1.707380e-03	7.495280e-06	4	true
271           	smoothSolver	2.823810e-04	2.287200e-05	8	2.213470e-03	1.927070e-04	7	1.696550e-03	1.418140e-04	7	false	GAMG	1.682710e-03	7.930700e-06	4	true
272           	smoothSolver	2.768740e-04	2.236140e-05	8	2.156140e-03	1.828960e-04	7	1.668020e-03	1.370310e-04	7	false	GAMG	1.649270e-03	8.525100e-06	4	true
273           	smoothSolver	2.734580e-04	2.190990e-05	8	2.125190e-03	1.760310e-04	7	1.641100e-03	1.331030e-04	7	false	GAMG	1.616800e-03	8.982310e-06	4	true
274           	smoothSolver	2.735790e-04	2.174350e-05	8	2.134000e-03	1.742440e-04	7	1.634820e-03	1.316020e-04	7	false	GAMG	1.598980e-03	9.213900e-06	4	true
275           	smoothSolver	2.769230e-04	2.183570e-05	8	2.169740e-03	1.785100e-04	7	1.630800e-03	1.317040e-04	7	false	GAMG	1.598520e-03	9.393930e-06	4	true
276           	smoothSolver	2.821330e-04	2.201400e-05	8	2.217390e-03	1.869900e-04	7	1.629890e-03	1.332840e-04	7	false	GAMG	1.618320e-03	9.730640e-06	4	true
277           	smoothSolver	2.863470e-04	2.214330e-05	8	2.283170e-03	1.983470e-04	7	1.632750e-03	1.357140e-04	7	false	GAMG	1.644550e-03	1.017050e-05	4	true
278           	smoothSolver	2.896450e-04	2.229320e-05	8	2.347270e-03	2.087880e-04	7	1.636120e-03	1.379470e-04	7	false	GAMG	1.669370e-03	1.050060e-05	4	true
279           	smoothSolver	2.900200e-04	2.238280e-05	8	2.404450e-03	2.161860e-04	7	1.640950e-03	1.392280e-04	7	false	GAMG	1.693940e-03	1.038980e-05	4	true
280           	smoothSolver	2.879740e-04	2.239470e-05	8	2.444910e-03	2.203000e-04	7	1.644640e-03	1.389270e-04	7	false	GAMG	1.708860e-03	9.776900e-06	4	true
281           	smoothSolver	2.854190e-04	2.245740e-05	8	2.469270e-03	2.231140e-04	7	1.649840e-03	1.384010e-04	7	false	GAMG	1.710130e-03	8.809900e-06	4	true
282           	smoothSolver	2.834850e-04	2.270340e-05	8	2.491750e-03	2.248430e-04	7	1.664170e-03	1.392120e-04	7	false	GAMG	1.700800e-03	7.979670e-06	4	true
283           	smoothSolver	2.834170e-04	2.312350e-05	8	2.517480e-03	2.271060e-04	7	1.688120e-03	1.419190e-04	7	false	GAMG	1.687450e-03	7.958800e-06	4	true
284           	smoothSolver	2.861400e-04	2.373490e-05	8	2.546140e-03	2.304910e-04	7	1.719900e-03	1.460330e-04	7	false	GAMG	1.684910e-03	8.899560e-06	4	true
285           	smoothSolver	2.930680e-04	2.448490e-05	8	2.608820e-03	2.360930e-04	7	1.771990e-03	1.516690e-04	7	false	GAMG	1.686980e-03	1.008790e-05	4	true
286           	smoothSolver	3.027980e-04	2.534410e-05	8	2.696170e-03	2.429010e-04	7	1.836960e-03	1.590700e-04	7	false	GAMG	1.700360e-03	1.111660e-05	4	true
287           	smoothSolver	3.128230e-04	2.611440e-05	8	2.781860e-03	2.505210e-04	7	1.903740e-03	1.668580e-04	7	false	GAMG	1.727970e-03	1.169450e-05	4	true
288           	smoothSolver	3.225990e-04	2.681350e-05	8	2.858340e-03	2.566520e-04	7	1.964910e-03	1.745290e-04	7	false	GAMG	1.754700e-03	1.206090e-05	4	true
289           	smoothSolver	3.312990e-04	2.734970e-05	8	2.916270e-03	2.626480e-04	7	2.016770e-03	1.807930e-04	7	false	GAMG	1.771320e-03	1.237130e-05	4	true
290           	smoothSolver	3.364830e-04	2.771090e-05	8	2.950910e-03	2.685230e-04	7	2.051490e-03	1.847400e-04	7	false	GAMG	1.772010e-03	1.266830e-05	4	true
291           	smoothSolver	3.386060e-04	2.796330e-05	8	2.973790e-03	2.743610e-04	7	2.067180e-03	1.860390e-04	7	false	GAMG	1.764110e-03	1.286580e-05	4	true
292           	smoothSolver	3.401950e-04	2.815940e-05	8	2.993670e-03	2.800200e-04	7	2.062760e-03	1.850970e-04	7	false	GAMG	1.757040e-03	1.268000e-05	4	true
293           	smoothSolver	3.397190e-04	2.839180e-05	8	3.010800e-03	2.838190e-04	7	2.042680e-03	1.826960e-04	7	false	GAMG	1.750820e-03	1.175350e-05	4	true
294           	smoothSolver	3.372060e-04	2.851300e-05	8	3.021250e-03	2.851750e-04	7	2.009640e-03	1.791940e-04	7	false	GAMG	1.744760e-03	1.067640e-05	4	true
295           	smoothSolver	3.323400e-04	2.843150e-05	8	3.022390e-03	2.859240e-04	7	1.968600e-03	1.747480e-04	7	false	GAMG	1.730410e-03	1.009160e-05	4	true
296           	smoothSolver	3.244930e-04	2.803210e-05	8	3.011630e-03	2.861400e-04	7	1.918600e-03	1.695050e-04	7	false	GAMG	1.715390e-03	9.949700e-06	4	true
297           	smoothSolver	3.157260e-04	2.740100e-05	8	2.994090e-03	2.845530e-04	7	1.883470e-03	1.650980e-04	7	false	GAMG	1.699060e-03	1.004740e-05	4	true
298           	smoothSolver	3.093730e-04	2.684960e-05	8	2.966310e-03	2.806440e-04	7	1.869180e-03	1.623210e-04	7	false	GAMG	1.687030e-03	1.021670e-05	4	true
299           	smoothSolver	3.058060e-04	2.636240e-05	8	2.930260e-03	2.738730e-04	7	1.855610e-03	1.605010e-04	7	false	GAMG	1.674300e-03	1.044740e-05	4	true
300           	smoothSolver	3.033270e-04	2.587520e-05	8	2.878880e-03	2.655360e-04	7	1.838210e-03	1.591810e-04	7	false	GAMG	1.662350e-03	1.038770e-05	4	true
301           	smoothSolver	3.014860e-04	2.552030e-05	8	2.824930e-03	2.552010e-04	7	1.824220e-03	1.582900e-04	7	false	GAMG	1.656310e-03	1.023680e-05	4	true
