# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
302           	smoothSolver	3.017030e-04	2.541440e-05	8	2.763230e-03	2.424520e-04	7	1.818550e-03	1.578550e-04	7	false	GAMG	1.659890e-03	9.997210e-06	4	true
303           	smoothSolver	3.033240e-04	2.546890e-05	8	2.701410e-03	2.312610e-04	7	1.821400e-03	1.577820e-04	7	false	GAMG	1.656060e-03	9.760410e-06	4	true
304           	smoothSolver	3.052970e-04	2.549440e-05	8	2.627040e-03	2.229370e-04	7	1.810950e-03	1.581100e-04	7	false	GAMG	1.648660e-03	9.620190e-06	4	true
305           	smoothSolver	3.059600e-04	2.551070e-05	8	2.559560e-03	2.156030e-04	7	1.801650e-03	1.577660e-04	7	false	GAMG	1.642860e-03	9.508190e-06	4	true
306           	smoothSolver	3.061780e-04	2.558750e-05	8	2.490640e-03	2.093210e-04	7	1.787200e-03	1.569310e-04	7	false	GAMG	1.657830e-03	9.759230e-06	4	true
307           	smoothSolver	3.077650e-04	2.577040e-05	8	2.436710e-03	2.042640e-04	7	1.781540e-03	1.567380e-04	7	false	GAMG	1.691810e-03	1.051510e-05	4	true
308           	smoothSolver	3.105770e-04	2.600180e-05	8	2.407660e-03	2.017330e-04	7	1.790030e-03	1.573680e-04	7	false	GAMG	1.725030e-03	1.182630e-05	4	true
309           	smoothSolver	3.138280e-04	2.612230e-05	8	2.411800e-03	2.010370e-04	7	1.805060e-03	1.577750e-04	7	false	GAMG	1.751880e-03	1.288530e-05	4	true
310           	smoothSolver	3.162170e-04	2.605300e-05	8	2.425780e-03	2.025720e-04	7	1.820020e-03	1.574170e-04	7	false	GAMG	1.766730e-03	1.346350e-05	4	true
311           	smoothSolver	3.190870e-04	2.598140e-05	8	2.432520e-03	2.040860e-04	7	1.836370e-03	1.576480e-04	7	false	GAMG	1.775290e-03	1.316180e-05	4	true
312           	smoothSolver	3.225950e-04	2.614190e-05	8	2.454370e-03	2.064160e-04	7	1.856510e-03	1.586050e-04	7	false	GAMG	1.774950e-03	1.259710e-05	4	true
313           	smoothSolver	3.289720e-04	2.649770e-05	8	2.484400e-03	2.100260e-04	7	1.881730e-03	1.601170e-04	7	false	GAMG	1.773940e-03	1.198720e-05	4	true
314           	smoothSolver	3.339930e-04	2.691890e-05	8	2.504410e-03	2.135450e-04	7	1.899540e-03	1.628310e-04	7	false	GAMG	1.767780e-03	1.129190e-05	4	true
315           	smoothSolver	3.367920e-04	2.717380e-05	8	2.494600e-03	2.154640e-04	7	1.899000e-03	1.654970e-04	7	false	GAMG	1.757440e-03	1.049070e-05	4	true
316           	smoothSolver	3.366210e-04	2.721620e-05	8	2.460590e-03	2.143600e-04	7	1.882670e-03	1.657750e-04	7	false	GAMG	1.756570e-03	9.756990e-06	4	true
317           	smoothSolver	3.343640e-04	2.715100e-05	8	2.437980e-03	2.131140e-04	7	1.860760e-03	1.654190e-04	7	false	GAMG	1.757890e-03	9.538820e-06	4	true
318           	smoothSolver	3.300570e-04	2.704960e-05	8	2.411700e-03	2.136790e-04	7	1.851530e-03	1.652820e-04	7	false	GAMG	1.752460e-03	9.586930e-06	4	true
319           	smoothSolver	3.253360e-04	2.689550e-05	8	2.397070e-03	2.144070e-04	7	1.852830e-03	1.658630e-04	7	false	GAMG	1.736800e-03	9.573710e-06	4	true
320           	smoothSolver	3.194960e-04	2.679670e-05	8	2.371730e-03	2.137910e-04	7	1.846940e-03	1.662620e-04	7	false	GAMG	1.715480e-03	9.544100e-06	4	true
321           	smoothSolver	3.131890e-04	2.673480e-05	8	2.344740e-03	2.134860e-04	7	1.829590e-03	1.660230e-04	7	false	GAMG	1.697680e-03	9.614360e-06	4	true
322           	smoothSolver	3.075490e-04	2.671810e-05	8	2.324810e-03	2.146630e-04	7	1.799520e-03	1.639680e-04	7	false	GAMG	1.679310e-03	9.687490e-06	4	true
323           	smoothSolver	3.035720e-04	2.682320e-05	8	2.334180e-03	2.175360e-04	7	1.765910e-03	1.609180e-04	7	false	GAMG	1.659470e-03	9.677510e-06	4	true
324           	smoothSolver	3.022690e-04	2.697890e-05	8	2.362890e-03	2.210740e-04	7	1.745550e-03	1.581110e-04	7	false	GAMG	1.643320e-03	9.754780e-06	4	true
325           	smoothSolver	3.030040e-04	2.710810e-05	8	2.407110e-03	2.258000e-04	7	1.738710e-03	1.565800e-04	7	false	GAMG	1.636750e-03	1.000430e-05	4	true
326           	smoothSolver	3.056490e-04	2.721370e-05	8	2.457710e-03	2.306640e-04	7	1.746090e-03	1.556980e-04	7	false	GAMG	1.643380e-03	1.046780e-05	4	true
327           	smoothSolver	3.078970e-04	2.723480e-05	8	2.510070e-03	2.348350e-04	7	1.760370e-03	1.543400e-04	7	false	GAMG	1.654180e-03	1.085020e-05	4	true
328           	smoothSolver	3.089440e-04	2.711240e-05	8	2.557470e-03	2.376440e-04	7	1.768780e-03	1.518880e-04	7	false	GAMG	1.662770e-03	1.094940e-05	4	true
329           	smoothSolver	3.084620e-04	2.670980e-05	8	2.601010e-03	2.390960e-04	7	1.769810e-03	1.487990e-04	7	false	GAMG	1.674900e-03	1.063930e-05	4	true
330           	smoothSolver	3.068990e-04	2.601480e-05	8	2.631270e-03	2.401240e-04	7	1.759780e-03	1.457830e-04	7	false	GAMG	1.688120e-03	1.010490e-05	4	true
331           	smoothSolver	3.041430e-04	2.516610e-05	8	2.655390e-03	2.407170e-04	7	1.745020e-03	1.429970e-04	7	false	GAMG	1.707880e-03	9.613320e-06	4	true
332           	smoothSolver	3.009610e-04	2.418840e-05	8	2.680690e-03	2.410630e-04	7	1.738360e-03	1.409830e-04	7	false	GAMG	1.728240e-03	9.327880e-06	4	true
333           	smoothSolver	2.965010e-04	2.323550e-05	8	2.701770e-03	2.410150e-04	7	1.738810e-03	1.397620e-04	7	false	GAMG	1.743090e-03	9.277790e-06	4	true
334           	smoothSolver	2.922240e-04	2.235540e-05	8	2.730070e-03	2.415650e-04	7	1.740240e-03	1.395550e-04	7	false	GAMG	1.752470e-03	9.478530e-06	4	true
335           	smoothSolver	2.864040e-04	2.165160e-05	8	2.751200e-03	2.399190e-04	7	1.753190e-03	1.405230e-04	7	false	GAMG	1.759500e-03	9.880280e-06	4	true
336           	smoothSolver	2.812250e-04	2.112770e-05	8	2.770210e-03	2.363440e-04	7	1.784500e-03	1.421480e-04	7	false	GAMG	1.764060e-03	1.039640e-05	4	true
337           	smoothSolver	2.769120e-04	2.082440e-05	8	2.782120e-03	2.314540e-04	7	1.814860e-03	1.434670e-04	7	false	GAMG	1.755190e-03	1.077260e-05	4	true
338           	smoothSolver	2.739780e-04	2.062570e-05	8	2.775830e-03	2.260740e-04	7	1.833610e-03	1.444050e-04	7	false	GAMG	1.733930e-03	1.093010e-05	4	true
339           	smoothSolver	2.720700e-04	2.712540e-05	7	2.756960e-03	2.212930e-04	7	1.844300e-03	1.447110e-04	7	false	GAMG	1.715770e-03	1.080150e-05	4	true
340           	smoothSolver	2.718870e-04	2.695150e-05	7	2.740180e-03	2.183130e-04	7	1.850740e-03	1.451110e-04	7	false	GAMG	1.694410e-03	1.057310e-05	4	true
341           	smoothSolver	2.734240e-04	2.709060e-05	7	2.729710e-03	2.183190e-04	7	1.854670e-03	1.465560e-04	7	false	GAMG	1.677600e-03	1.045890e-05	4	true
342           	smoothSolver	2.766620e-04	2.750140e-05	7	2.724030e-03	2.195760e-04	7	1.864390e-03	1.492860e-04	7	false	GAMG	1.673990e-03	1.037120e-05	4	true
343           	smoothSolver	2.809620e-04	2.807400e-05	7	2.728750e-03	2.209420e-04	7	1.884700e-03	1.536080e-04	7	false	GAMG	1.682490e-03	1.028580e-05	4	true
344           	smoothSolver	2.864310e-04	2.157610e-05	8	2.724900e-03	2.211620e-04	7	1.913520e-03	1.578080e-04	7	false	GAMG	1.706470e-03	1.022460e-05	4	true
345           	smoothSolver	2.910400e-04	2.196660e-05	8	2.711620e-03	2.203590e-04	7	1.933290e-03	1.611940e-04	7	false	GAMG	1.745370e-03	1.020070e-05	4	true
346           	smoothSolver	2.954730e-04	2.251510e-05	8	2.679470e-03	2.163640e-04	7	1.934280e-03	1.627120e-04	7	false	GAMG	1.796690e-03	1.011580e-05	4	true
347           	smoothSolver	3.005530e-04	2.320850e-05	8	2.640480e-03	2.114010e-04	7	1.924000e-03	1.624640e-04	7	false	GAMG	1.848920e-03	9.849210e-06	4	true
348           	smoothSolver	3.075760e-04	2.385540e-05	8	2.605220e-03	2.077840e-04	7	1.914800e-03	1.605180e-04	7	false	GAMG	1.888690e-03	9.383680e-06	4	true
349           	smoothSolver	3.137820e-04	2.443180e-05	8	2.586450e-03	2.075900e-04	7	1.912760e-03	1.582830e-04	7	false	GAMG	1.912180e-03	9.014390e-06	4	true
350           	smoothSolver	3.185530e-04	2.496200e-05	8	2.571630e-03	2.088630e-04	7	1.914750e-03	1.567820e-04	7	false	GAMG	1.926360e-03	9.088030e-06	4	true
351           	smoothSolver	3.228980e-04	2.546800e-05	8	2.560550e-03	2.105290e-04	7	1.928660e-03	1.573740e-04	7	false	GAMG	1.944010e-03	9.589310e-06	4	true
352           	smoothSolver	3.277090e-04	2.605540e-05	8	2.556670e-03	2.126570e-04	7	1.951960e-03	1.597710e-04	7	false	GAMG	1.964700e-03	1.040330e-05	4	true
353           	smoothSolver	3.323830e-04	2.660730e-05	8	2.575540e-03	2.151650e-04	7	1.983380e-03	1.634390e-04	7	false	GAMG	1.981100e-03	1.125350e-05	4	true
354           	smoothSolver	3.374210e-04	2.700230e-05	8	2.616630e-03	2.174280e-04	7	2.024520e-03	1.677650e-04	7	false	GAMG	1.992970e-03	1.207510e-05	4	true
355           	smoothSolver	3.436500e-04	2.732010e-05	8	2.672150e-03	2.209380e-04	7	2.076320e-03	1.737150e-04	7	false	GAMG	2.013670e-03	1.303700e-05	4	true
356           	smoothSolver	3.512790e-04	2.774750e-05	8	2.757430e-03	2.268510e-04	7	2.125010e-03	1.806340e-04	7	false	GAMG	2.028340e-03	1.407750e-05	4	true
357           	smoothSolver	3.610290e-04	2.823860e-05	8	2.844670e-03	2.346910e-04	7	2.165900e-03	1.871600e-04	7	false	GAMG	2.035660e-03	1.496400e-05	4	true
358           	smoothSolver	3.706680e-04	2.868340e-05	8	2.918990e-03	2.434100e-04	7	2.205630e-03	1.933110e-04	7	false	GAMG	2.049290e-03	1.547510e-05	4	true
359           	smoothSolver	3.797440e-04	2.898760e-05	8	2.980760e-03	2.534630e-04	7	2.236270e-03	1.987400e-04	7	false	GAMG	2.065440e-03	1.566220e-05	4	true
360           	smoothSolver	3.859800e-04	2.925370e-05	8	3.024190e-03	2.620630e-04	7	2.256530e-03	2.025570e-04	7	false	GAMG	2.084710e-03	1.541560e-05	4	true
361           	smoothSolver	3.916770e-04	2.948370e-05	8	3.057240e-03	2.667290e-04	7	2.270570e-03	2.041270e-04	7	false	GAMG	2.104430e-03	1.480370e-05	4	true
362           	smoothSolver	3.928100e-04	2.958240e-05	8	3.069100e-03	2.685240e-04	7	2.280280e-03	2.035860e-04	7	false	GAMG	2.122580e-03	1.400060e-05	4	true
363           	smoothSolver	3.892680e-04	2.956720e-05	8	3.066190e-03	2.679850e-04	7	2.279270e-03	2.017470e-04	7	false	GAMG	2.129950e-03	1.291450e-05	4	true
364           	smoothSolver	3.826500e-04	2.958960e-05	8	3.043970e-03	2.644220e-04	7	2.257100e-03	1.988080e-04	7	false	GAMG	2.126070e-03	1.158860e-05	4	true
365           	smoothSolver	3.749560e-04	2.964780e-05	8	2.995210e-03	2.582530e-04	7	2.221570e-03	1.938990e-04	7	false	GAMG	2.103070e-03	1.022940e-05	4	true
366           	smoothSolver	3.660710e-04	2.953410e-05	8	2.929000e-03	2.498760e-04	7	2.170570e-03	1.877200e-04	7	false	GAMG	2.061910e-03	9.312940e-06	4	true
367           	smoothSolver	3.570640e-04	2.944030e-05	8	2.849100e-03	2.419460e-04	7	2.110280e-03	1.809620e-04	7	false	GAMG	2.019670e-03	9.400750e-06	4	true
368           	smoothSolver	3.491030e-04	2.942270e-05	8	2.773720e-03	2.366100e-04	7	2.052500e-03	1.761340e-04	7	false	GAMG	1.970930e-03	9.926360e-06	4	true
369           	smoothSolver	3.451280e-04	2.972810e-05	8	2.735050e-03	2.362310e-04	7	2.018380e-03	1.746860e-04	7	false	GAMG	1.919430e-03	1.038950e-05	4	true
370           	smoothSolver	3.435350e-04	3.008370e-05	8	2.734010e-03	2.399640e-04	7	1.997230e-03	1.758360e-04	7	false	GAMG	1.867210e-03	1.077970e-05	4	true
371           	smoothSolver	3.433590e-04	3.017420e-05	8	2.739710e-03	2.447490e-04	7	1.977290e-03	1.770360e-04	7	false	GAMG	1.823310e-03	1.110380e-05	4	true
372           	smoothSolver	3.426930e-04	2.997280e-05	8	2.738890e-03	2.466970e-04	7	1.957360e-03	1.770180e-04	7	false	GAMG	1.798020e-03	1.156340e-05	4	true
373           	smoothSolver	3.418850e-04	2.956930e-05	8	2.734780e-03	2.465180e-04	7	1.945040e-03	1.762350e-04	7	false	GAMG	1.787740e-03	1.204900e-05	4	true
374           	smoothSolver	3.404360e-04	2.902480e-05	8	2.722540e-03	2.446110e-04	7	1.939200e-03	1.738200e-04	7	false	GAMG	1.782910e-03	1.241760e-05	4	true
375           	smoothSolver	3.398190e-04	2.850680e-05	8	2.711590e-03	2.426340e-04	7	1.928630e-03	1.712680e-04	7	false	GAMG	1.771610e-03	1.233600e-05	4	true
376           	smoothSolver	3.382520e-04	2.802930e-05	8	2.696710e-03	2.409060e-04	7	1.909310e-03	1.689940e-04	7	false	GAMG	1.754800e-03	1.170590e-05	4	true
377           	smoothSolver	3.354720e-04	2.761870e-05	8	2.678650e-03	2.398300e-04	7	1.885800e-03	1.658630e-04	7	false	GAMG	1.745420e-03	1.094530e-05	4	true
378           	smoothSolver	3.330060e-04	2.728620e-05	8	2.655070e-03	2.378980e-04	7	1.858870e-03	1.621340e-04	7	false	GAMG	1.737590e-03	1.039770e-05	4	true
379           	smoothSolver	3.305900e-04	2.680990e-05	8	2.630370e-03	2.350550e-04	7	1.830150e-03	1.575540e-04	7	false	GAMG	1.728210e-03	9.886700e-06	4	true
380           	smoothSolver	3.257460e-04	2.613540e-05	8	2.585430e-03	2.300160e-04	7	1.798390e-03	1.521990e-04	7	false	GAMG	1.718670e-03	9.318730e-06	4	true
381           	smoothSolver	3.183650e-04	2.533730e-05	8	2.524370e-03	2.229140e-04	7	1.758530e-03	1.470180e-04	7	false	GAMG	1.704960e-03	8.751030e-06	4	true
382           	smoothSolver	3.083450e-04	2.448020e-05	8	2.452660e-03	2.148360e-04	7	1.713420e-03	1.417240e-04	7	false	GAMG	1.687270e-03	8.249950e-06	4	true
383           	smoothSolver	2.972030e-04	2.367500e-05	8	2.393570e-03	2.080850e-04	7	1.667630e-03	1.369290e-04	7	false	GAMG	1.664340e-03	7.778760e-06	4	true
384           	smoothSolver	2.867960e-04	2.304340e-05	8	2.341570e-03	2.023480e-04	7	1.621990e-03	1.326370e-04	7	false	GAMG	1.642610e-03	7.425740e-06	4	true
385           	smoothSolver	2.779380e-04	2.269220e-05	8	2.300970e-03	1.978080e-04	7	1.588350e-03	1.295260e-04	7	false	GAMG	1.612700e-03	7.351760e-06	4	true
386           	smoothSolver	2.715000e-04	2.253520e-05	8	2.262000e-03	1.933780e-04	7	1.558640e-03	1.267090e-04	7	false	GAMG	1.576870e-03	7.438910e-06	4	true
387           	smoothSolver	2.677980e-04	2.244840e-05	8	2.219600e-03	1.886140e-04	7	1.528560e-03	1.237490e-04	7	false	GAMG	1.542110e-03	7.502910e-06	4	true
388           	smoothSolver	2.659450e-04	2.235320e-05	8	2.177300e-03	1.836810e-04	7	1.499200e-03	1.209420e-04	7	false	GAMG	1.511400e-03	7.551730e-06	4	true
389           	smoothSolver	2.652740e-04	2.219440e-05	8	2.143470e-03	1.789910e-04	7	1.469890e-03	1.185660e-04	7	false	GAMG	1.484080e-03	7.516680e-06	4	true
390           	smoothSolver	2.645360e-04	2.188600e-05	8	2.117800e-03	1.745060e-04	7	1.446610e-03	1.165290e-04	7	false	GAMG	1.466760e-03	7.544990e-06	4	true
391           	smoothSolver	2.629820e-04	2.146660e-05	8	2.096730e-03	1.712260e-04	7	1.425360e-03	1.145920e-04	7	false	GAMG	1.450000e-03	7.617190e-06	4	true
392           	smoothSolver	2.600560e-04	2.097000e-05	8	2.079810e-03	1.685820e-04	7	1.394120e-03	1.129120e-04	7	false	GAMG	1.437700e-03	7.766690e-06	4	true
393           	smoothSolver	2.556720e-04	2.040760e-05	8	2.072150e-03	1.667980e-04	7	1.363330e-03	1.115790e-04	7	false	GAMG	1.425880e-03	8.024720e-06	4	true
394           	smoothSolver	2.497000e-04	1.979620e-05	8	2.053150e-03	1.654850e-04	7	1.334810e-03	1.102570e-04	7	false	GAMG	1.411950e-03	8.307810e-06	4	true
395           	smoothSolver	2.439760e-04	1.925830e-05	8	2.027410e-03	1.639610e-04	7	1.318230e-03	1.097070e-04	7	false	GAMG	1.396250e-03	8.488100e-06	4	true
396           	smoothSolver	2.389500e-04	1.885780e-05	8	2.008550e-03	1.630440e-04	7	1.312370e-03	1.103500e-04	7	false	GAMG	1.381380e-03	8.458220e-06	4	true
397           	smoothSolver	2.354870e-04	1.858280e-05	8	1.992150e-03	1.631120e-04	7	1.315620e-03	1.113640e-04	7	false	GAMG	1.360520e-03	8.257450e-06	4	true
398           	smoothSolver	2.320730e-04	1.841330e-05	8	1.972180e-03	1.631350e-04	7	1.317620e-03	1.123760e-04	7	false	GAMG	1.343620e-03	7.949070e-06	4	true
399           	smoothSolver	2.281210e-04	1.822210e-05	8	1.947750e-03	1.636480e-04	7	1.317990e-03	1.131270e-04	7	false	GAMG	1.329350e-03	7.648330e-06	4	true
400           	smoothSolver	2.236000e-04	1.794790e-05	8	1.917160e-03	1.642530e-04	7	1.310170e-03	1.132140e-04	7	false	GAMG	1.308760e-03	7.286150e-06	4	true
401           	smoothSolver	2.182030e-04	1.753640e-05	8	1.874110e-03	1.635800e-04	7	1.293100e-03	1.121060e-04	7	false	GAMG	1.288870e-03	6.980260e-06	4	true
402           	smoothSolver	2.121220e-04	1.710750e-05	8	1.822600e-03	1.602200e-04	7	1.272960e-03	1.102440e-04	7	false	GAMG	1.268950e-03	6.698520e-06	4	true
403           	smoothSolver	2.073930e-04	1.674700e-05	8	1.770250e-03	1.553370e-04	7	1.248850e-03	1.079330e-04	7	false	GAMG	1.247650e-03	6.549250e-06	4	true
404           	smoothSolver	2.040360e-04	1.644480e-05	8	1.732000e-03	1.502750e-04	7	1.221610e-03	1.054800e-04	7	false	GAMG	1.229860e-03	6.508500e-06	4	true
405           	smoothSolver	2.023930e-04	1.621830e-05	8	1.705080e-03	1.469590e-04	7	1.204030e-03	1.031400e-04	7	false	GAMG	1.216320e-03	6.575380e-06	4	true
406           	smoothSolver	2.019510e-04	1.606220e-05	8	1.688400e-03	1.457180e-04	7	1.191970e-03	1.011380e-04	7	false	GAMG	1.203110e-03	6.572300e-06	4	true
407           	smoothSolver	2.010820e-04	1.596160e-05	8	1.667600e-03	1.443960e-04	7	1.184670e-03	9.913810e-05	7	false	GAMG	1.190950e-03	6.366830e-06	4	true
408           	smoothSolver	1.996560e-04	1.592340e-05	8	1.641530e-03	1.424420e-04	7	1.173550e-03	9.686140e-05	7	false	GAMG	1.175250e-03	6.018590e-06	4	true
409           	smoothSolver	1.973350e-04	1.581070e-05	8	1.609670e-03	1.394380e-04	7	1.162470e-03	9.459390e-05	7	false	GAMG	1.154670e-03	5.662370e-06	4	true
410           	smoothSolver	1.944560e-04	1.561600e-05	8	1.573730e-03	1.365430e-04	7	1.146360e-03	9.267880e-05	7	false	GAMG	1.130000e-03	5.412300e-06	4	true
411           	smoothSolver	1.916760e-04	1.540890e-05	8	1.543110e-03	1.335550e-04	7	1.127970e-03	9.099590e-05	7	false	GAMG	1.110160e-03	5.274750e-06	4	true
412           	smoothSolver	1.900880e-04	1.529390e-05	8	1.517770e-03	1.307530e-04	7	1.114810e-03	9.004480e-05	7	false	GAMG	1.102350e-03	5.255230e-06	4	true
413           	smoothSolver	1.907520e-04	1.521100e-05	8	1.505590e-03	1.291570e-04	7	1.112080e-03	8.982330e-05	7	false	GAMG	1.110900e-03	5.262560e-06	4	true
414           	smoothSolver	1.928060e-04	1.512340e-05	8	1.512040e-03	1.285410e-04	7	1.118580e-03	9.017510e-05	7	false	GAMG	1.135650e-03	5.365170e-06	4	true
415           	smoothSolver	1.950130e-04	1.501510e-05	8	1.538270e-03	1.295060e-04	7	1.139830e-03	9.117630e-05	7	false	GAMG	1.171390e-03	5.534770e-06	4	true
416           	smoothSolver	1.979630e-04	1.489520e-05	8	1.569090e-03	1.310290e-04	7	1.165150e-03	9.271840e-05	7	false	GAMG	1.206080e-03	5.753070e-06	4	true
417           	smoothSolver	1.998960e-04	1.976010e-05	7	1.598940e-03	1.322670e-04	7	1.192570e-03	9.440190e-05	7	false	GAMG	1.234140e-03	5.928310e-06	4	true
418           	smoothSolver	1.998130e-04	1.965740e-05	7	1.612500e-03	1.321960e-04	7	1.210690e-03	9.589440e-05	7	false	GAMG	1.256700e-03	6.258930e-06	4	true
419           	smoothSolver	1.993940e-04	1.965310e-05	7	1.622410e-03	1.320030e-04	7	1.232310e-03	9.739300e-05	7	false	GAMG	1.273300e-03	6.671060e-06	4	true
420           	smoothSolver	1.996090e-04	1.972400e-05	7	1.630640e-03	1.316900e-04	7	1.246370e-03	9.829400e-05	7	false	GAMG	1.281160e-03	7.208710e-06	4	true
421           	smoothSolver	2.008930e-04	2.004500e-05	7	1.643350e-03	1.324730e-04	7	1.256110e-03	9.883520e-05	7	false	GAMG	1.279680e-03	7.630710e-06	4	true
422           	smoothSolver	2.039040e-04	1.548280e-05	8	1.653440e-03	1.342050e-04	7	1.264820e-03	9.912990e-05	7	false	GAMG	1.275950e-03	7.723650e-06	4	true
423           	smoothSolver	2.075140e-04	1.605820e-05	8	1.674210e-03	1.372580e-04	7	1.273960e-03	9.990700e-05	7	false	GAMG	1.273140e-03	7.526190e-06	4	true
424           	smoothSolver	2.122440e-04	1.663330e-05	8	1.693380e-03	1.393580e-04	7	1.279240e-03	1.006430e-04	7	false	GAMG	1.274060e-03	7.260460e-06	4	true
425           	smoothSolver	2.157030e-04	1.715730e-05	8	1.701740e-03	1.399700e-04	7	1.277840e-03	1.011860e-04	7	false	GAMG	1.277750e-03	7.145950e-06	4	true
426           	smoothSolver	2.185460e-04	1.767330e-05	8	1.706800e-03	1.408690e-04	7	1.274630e-03	1.018860e-04	7	false	GAMG	1.283980e-03	7.087480e-06	4	true
427           	smoothSolver	2.194460e-04	1.810160e-05	8	1.711010e-03	1.418390e-04	7	1.265000e-03	1.018490e-04	7	false	GAMG	1.283740e-03	7.014380e-06	4	true
428           	smoothSolver	2.194520e-04	1.836810e-05	8	1.714140e-03	1.430240e-04	7	1.250540e-03	1.016890e-04	7	false	GAMG	1.272160e-03	6.882920e-06	4	true
429           	smoothSolver	2.170770e-04	1.849680e-05	8	1.711170e-03	1.437360e-04	7	1.234480e-03	1.011320e-04	7	false	GAMG	1.252630e-03	6.820580e-06	4	true
430           	smoothSolver	2.144990e-04	1.854300e-05	8	1.696570e-03	1.437510e-04	7	1.214200e-03	1.001900e-04	7	false	GAMG	1.224840e-03	6.626470e-06	4	true
431           	smoothSolver	2.112570e-04	1.843820e-05	8	1.668120e-03	1.421000e-04	7	1.185120e-03	9.866660e-05	7	false	GAMG	1.195280e-03	6.348350e-06	4	true
432           	smoothSolver	2.085460e-04	1.831450e-05	8	1.641400e-03	1.394910e-04	7	1.158400e-03	9.675620e-05	7	false	GAMG	1.165340e-03	6.002460e-06	4	true
433           	smoothSolver	2.059260e-04	1.818360e-05	8	1.614940e-03	1.363520e-04	7	1.132290e-03	9.502350e-05	7	false	GAMG	1.146410e-03	5.830800e-06	4	true
434           	smoothSolver	2.041960e-04	1.809900e-05	8	1.592630e-03	1.337410e-04	7	1.107310e-03	9.352220e-05	7	false	GAMG	1.129040e-03	5.828970e-06	4	true
435           	smoothSolver	2.021990e-04	1.791850e-05	8	1.573860e-03	1.322290e-04	7	1.090770e-03	9.234000e-05	7	false	GAMG	1.115820e-03	5.838220e-06	4	true
436           	smoothSolver	2.007600e-04	1.770620e-05	8	1.564300e-03	1.311200e-04	7	1.082340e-03	9.101490e-05	7	false	GAMG	1.101920e-03	5.888380e-06	4	true
437           	smoothSolver	1.989240e-04	1.746360e-05	8	1.556260e-03	1.299520e-04	7	1.077010e-03	9.003370e-05	7	false	GAMG	1.093560e-03	5.929870e-06	4	true
438           	smoothSolver	1.976650e-04	1.711820e-05	8	1.548920e-03	1.282650e-04	7	1.073110e-03	8.899480e-05	7	false	GAMG	1.086270e-03	5.962690e-06	4	true
439           	smoothSolver	1.960300e-04	1.668310e-05	8	1.538240e-03	1.270640e-04	7	1.066260e-03	8.829670e-05	7	false	GAMG	1.080440e-03	5.903490e-06	4	true
440           	smoothSolver	1.937250e-04	1.618200e-05	8	1.519230e-03	1.256740e-04	7	1.058970e-03	8.776900e-05	7	false	GAMG	1.073770e-03	5.711110e-06	4	true
441           	smoothSolver	1.908520e-04	1.572720e-05	8	1.498930e-03	1.246500e-04	7	1.052780e-03	8.787230e-05	7	false	GAMG	1.067270e-03	5.581130e-06	4	true
442           	smoothSolver	1.865860e-04	1.527120e-05	8	1.472870e-03	1.228240e-04	7	1.038500e-03	8.744500e-05	7	false	GAMG	1.053590e-03	5.504280e-06	4	true
443           	smoothSolver	1.808400e-04	1.481640e-05	8	1.448750e-03	1.212210e-04	7	1.021420e-03	8.626430e-05	7	false	GAMG	1.035990e-03	5.349210e-06	4	true
444           	smoothSolver	1.753130e-04	1.437880e-05	8	1.422250e-03	1.197450e-04	7	1.003210e-03	8.509880e-05	7	false	GAMG	1.014220e-03	5.119630e-06	4	true
445           	smoothSolver	1.702660e-04	1.396730e-05	8	1.403510e-03	1.190710e-04	7	9.845140e-04	8.391840e-05	7	false	GAMG	9.944800e-04	4.899170e-06	4	true
446           	smoothSolver	1.662790e-04	1.363550e-05	8	1.390170e-03	1.187290e-04	7	9.703550e-04	8.297180e-05	7	false	GAMG	9.781980e-04	4.626670e-06	4	true
447           	smoothSolver	1.633370e-04	1.345610e-05	8	1.383660e-03	1.182900e-04	7	9.614960e-04	8.221680e-05	7	false	GAMG	9.680710e-04	4.445470e-06	4	true
448           	smoothSolver	1.613780e-04	1.335080e-05	8	1.384490e-03	1.178680e-04	7	9.576830e-04	8.147920e-05	7	false	GAMG	9.637320e-04	4.413160e-06	4	true
449           	smoothSolver	1.604930e-04	1.328700e-05	8	1.387940e-03	1.174060e-04	7	9.561390e-04	8.083050e-05	7	false	GAMG	9.650470e-04	4.524280e-06	4	true
450           	smoothSolver	1.610600e-04	1.324250e-05	8	1.393990e-03	1.168950e-04	7	9.589670e-04	8.048050e-05	7	false	GAMG	9.731690e-04	4.662050e-06	4	true
451           	smoothSolver	1.622030e-04	1.320300e-05	8	1.396520e-03	1.163090e-04	7	9.619840e-04	8.003990e-05	7	false	GAMG	9.793130e-04	4.877930e-06	4	true
452           	smoothSolver	1.635740e-04	1.314820e-05	8	1.390890e-03	1.152030e-04	7	9.608330e-04	7.967660e-05	7	false	GAMG	9.835140e-04	5.151980e-06	4	true
453           	smoothSolver	1.646300e-04	1.306230e-05	8	1.383530e-03	1.134190e-04	7	9.601100e-04	7.935690e-05	7	false	GAMG	9.832610e-04	5.448520e-06	4	true
