# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
251           	2.348208e-03	1.203016e-03	1.145193e-03	8.956992e-04	9.306164e-04	-3.491711e-05	4.827667e-04	2.891151e-05	-5.485648e-05	-6.427179e-05	-8.699238e-05	2.272059e-05
252           	2.347739e-03	1.202711e-03	1.145028e-03	8.947971e-04	9.297016e-04	-3.490442e-05	4.823030e-04	2.884168e-05	-5.478013e-05	-6.435382e-05	-8.695705e-05	2.260322e-05
253           	2.348206e-03	1.203014e-03	1.145192e-03	8.956944e-04	9.306114e-04	-3.491705e-05	4.827642e-04	2.891122e-05	-5.485619e-05	-6.427223e-05	-8.699231e-05	2.272008e-05
254           	2.347733e-03	1.202708e-03	1.145025e-03	8.947949e-04	9.296992e-04	-3.490431e-05	4.823018e-04	2.884161e-05	-5.477936e-05	-6.435480e-05	-8.695676e-05	2.260196e-05
255           	2.348207e-03	1.203015e-03	1.145192e-03	8.956993e-04	9.306164e-04	-3.491710e-05	4.827667e-04	2.891151e-05	-5.485590e-05	-6.427284e-05	-8.699232e-05	2.271948e-05
256           	2.347735e-03	1.202709e-03	1.145026e-03	8.947970e-04	9.297014e-04	-3.490437e-05	4.823029e-04	2.884175e-05	-5.477969e-05	-6.435443e-05	-8.695690e-05	2.260247e-05
257           	2.348210e-03	1.203016e-03	1.145193e-03	8.956995e-04	9.306166e-04	-3.491713e-05	4.827669e-04	2.891147e-05	-5.485588e-05	-6.427300e-05	-8.699238e-05	2.271938e-05
258           	2.347735e-03	1.202709e-03	1.145026e-03	8.947949e-04	9.296993e-04	-3.490435e-05	4.823018e-04	2.884159e-05	-5.477986e-05	-6.435403e-05	-8.695688e-05	2.260285e-05
259           	2.348208e-03	1.203016e-03	1.145193e-03	8.956963e-04	9.306134e-04	-3.491709e-05	4.827652e-04	2.891135e-05	-5.485552e-05	-6.427360e-05	-8.699232e-05	2.271872e-05
260           	2.347732e-03	1.202708e-03	1.145024e-03	8.947954e-04	9.296997e-04	-3.490431e-05	4.823020e-04	2.884171e-05	-5.477939e-05	-6.435473e-05	-8.695675e-05	2.260202e-05
261           	2.348209e-03	1.203016e-03	1.145193e-03	8.957017e-04	9.306189e-04	-3.491714e-05	4.827680e-04	2.891165e-05	-5.485533e-05	-6.427402e-05	-8.699233e-05	2.271832e-05
262           	2.347734e-03	1.202709e-03	1.145025e-03	8.947956e-04	9.296999e-04	-3.490434e-05	4.823021e-04	2.884168e-05	-5.477993e-05	-6.435387e-05	-8.695687e-05	2.260300e-05
263           	2.348209e-03	1.203016e-03	1.145193e-03	8.956968e-04	9.306139e-04	-3.491710e-05	4.827655e-04	2.891136e-05	-5.485518e-05	-6.427430e-05	-8.699232e-05	2.271803e-05
264           	2.347730e-03	1.202707e-03	1.145023e-03	8.947939e-04	9.296982e-04	-3.490427e-05	4.823012e-04	2.884165e-05	-5.477934e-05	-6.435466e-05	-8.695667e-05	2.260201e-05
265           	2.348211e-03	1.203017e-03	1.145194e-03	8.957020e-04	9.306192e-04	-3.491716e-05	4.827682e-04	2.891166e-05	-5.485504e-05	-6.427464e-05	-8.699236e-05	2.271772e-05
266           	2.347733e-03	1.202708e-03	1.145025e-03	8.947953e-04	9.296997e-04	-3.490433e-05	4.823020e-04	2.884172e-05	-5.477992e-05	-6.435385e-05	-8.695684e-05	2.260300e-05
267           	2.348210e-03	1.203017e-03	1.145194e-03	8.956989e-04	9.306160e-04	-3.491712e-05	4.827666e-04	2.891149e-05	-5.485479e-05	-6.427507e-05	-8.699233e-05	2.271726e-05
268           	2.347729e-03	1.202706e-03	1.145023e-03	8.947935e-04	9.296977e-04	-3.490427e-05	4.823010e-04	2.884164e-05	-5.477955e-05	-6.435426e-05	-8.695668e-05	2.260242e-05
269           	2.348210e-03	1.203016e-03	1.145193e-03	8.956994e-04	9.306165e-04	-3.491712e-05	4.827668e-04	2.891156e-05	-5.485442e-05	-6.427571e-05	-8.699228e-05	2.271657e-05
270           	2.347728e-03	1.202706e-03	1.145022e-03	8.947946e-04	9.296988e-04	-3.490426e-05	4.823015e-04	2.884176e-05	-5.477935e-05	-6.435459e-05	-8.695665e-05	2.260206e-05
271           	2.348212e-03	1.203018e-03	1.145194e-03	8.957031e-04	9.306203e-04	-3.491718e-05	4.827687e-04	2.891171e-05	-5.485451e-05	-6.427570e-05	-8.699236e-05	2.271666e-05
272           	2.347730e-03	1.202707e-03	1.145024e-03	8.947937e-04	9.296980e-04	-3.490429e-05	4.823012e-04	2.884165e-05	-5.477987e-05	-6.435376e-05	-8.695676e-05	2.260299e-05
273           	2.348213e-03	1.203018e-03	1.145195e-03	8.956989e-04	9.306161e-04	-3.491715e-05	4.827666e-04	2.891149e-05	-5.485441e-05	-6.427591e-05	-8.699236e-05	2.271645e-05
274           	2.347728e-03	1.202705e-03	1.145022e-03	8.947928e-04	9.296970e-04	-3.490425e-05	4.823006e-04	2.884166e-05	-5.477952e-05	-6.435422e-05	-8.695663e-05	2.260241e-05
275           	2.348211e-03	1.203017e-03	1.145194e-03	8.957018e-04	9.306190e-04	-3.491715e-05	4.827681e-04	2.891173e-05	-5.485392e-05	-6.427672e-05	-8.699228e-05	2.271556e-05
276           	2.347727e-03	1.202705e-03	1.145022e-03	8.947938e-04	9.296981e-04	-3.490425e-05	4.823012e-04	2.884173e-05	-5.477964e-05	-6.435404e-05	-8.695666e-05	2.260262e-05
277           	2.348211e-03	1.203017e-03	1.145194e-03	8.957002e-04	9.306173e-04	-3.491714e-05	4.827672e-04	2.891159e-05	-5.485385e-05	-6.427688e-05	-8.699229e-05	2.271541e-05
278           	2.347725e-03	1.202704e-03	1.145021e-03	8.947922e-04	9.296964e-04	-3.490421e-05	4.823003e-04	2.884166e-05	-5.477934e-05	-6.435441e-05	-8.695655e-05	2.260214e-05
279           	2.348212e-03	1.203018e-03	1.145194e-03	8.957017e-04	9.306189e-04	-3.491715e-05	4.827680e-04	2.891172e-05	-5.485351e-05	-6.427752e-05	-8.699227e-05	2.271475e-05
280           	2.347725e-03	1.202704e-03	1.145021e-03	8.947935e-04	9.296977e-04	-3.490423e-05	4.823010e-04	2.884176e-05	-5.477935e-05	-6.435447e-05	-8.695658e-05	2.260212e-05
281           	2.348212e-03	1.203018e-03	1.145194e-03	8.957023e-04	9.306195e-04	-3.491716e-05	4.827683e-04	2.891174e-05	-5.485332e-05	-6.427790e-05	-8.699227e-05	2.271437e-05
282           	2.347725e-03	1.202704e-03	1.145021e-03	8.947925e-04	9.296967e-04	-3.490421e-05	4.823005e-04	2.884170e-05	-5.477936e-05	-6.435438e-05	-8.695655e-05	2.260217e-05
283           	2.348213e-03	1.203018e-03	1.145195e-03	8.957012e-04	9.306184e-04	-3.491717e-05	4.827678e-04	2.891166e-05	-5.485331e-05	-6.427797e-05	-8.699230e-05	2.271432e-05
284           	2.347724e-03	1.202704e-03	1.145020e-03	8.947922e-04	9.296964e-04	-3.490420e-05	4.823003e-04	2.884172e-05	-5.477927e-05	-6.435451e-05	-8.695653e-05	2.260202e-05
285           	2.348213e-03	1.203018e-03	1.145195e-03	8.957034e-04	9.306205e-04	-3.491718e-05	4.827689e-04	2.891182e-05	-5.485306e-05	-6.427845e-05	-8.699228e-05	2.271383e-05
286           	2.347725e-03	1.202704e-03	1.145021e-03	8.947925e-04	9.296967e-04	-3.490421e-05	4.823005e-04	2.884172e-05	-5.477950e-05	-6.435413e-05	-8.695657e-05	2.260244e-05
287           	2.348214e-03	1.203019e-03	1.145196e-03	8.957014e-04	9.306186e-04	-3.491718e-05	4.827679e-04	2.891166e-05	-5.485318e-05	-6.427828e-05	-8.699232e-05	2.271404e-05
288           	2.347723e-03	1.202703e-03	1.145020e-03	8.947910e-04	9.296951e-04	-3.490418e-05	4.822997e-04	2.884165e-05	-5.477940e-05	-6.435420e-05	-8.695650e-05	2.260230e-05
289           	2.348215e-03	1.203019e-03	1.145196e-03	8.957030e-04	9.306202e-04	-3.491720e-05	4.827687e-04	2.891179e-05	-5.485299e-05	-6.427864e-05	-8.699231e-05	2.271367e-05
290           	2.347724e-03	1.202704e-03	1.145020e-03	8.947918e-04	9.296960e-04	-3.490420e-05	4.823001e-04	2.884172e-05	-5.477959e-05	-6.435393e-05	-8.695655e-05	2.260263e-05
291           	2.348215e-03	1.203019e-03	1.145196e-03	8.957025e-04	9.306197e-04	-3.491720e-05	4.827685e-04	2.891174e-05	-5.485300e-05	-6.427867e-05	-8.699233e-05	2.271366e-05
292           	2.347723e-03	1.202703e-03	1.145020e-03	8.947904e-04	9.296946e-04	-3.490418e-05	4.822994e-04	2.884163e-05	-5.477961e-05	-6.435379e-05	-8.695651e-05	2.260272e-05
293           	2.348216e-03	1.203020e-03	1.145196e-03	8.957021e-04	9.306193e-04	-3.491720e-05	4.827682e-04	2.891171e-05	-5.485298e-05	-6.427873e-05	-8.699235e-05	2.271361e-05
294           	2.347723e-03	1.202703e-03	1.145020e-03	8.947905e-04	9.296947e-04	-3.490418e-05	4.822994e-04	2.884167e-05	-5.477962e-05	-6.435377e-05	-8.695651e-05	2.260274e-05
295           	2.348216e-03	1.203020e-03	1.145196e-03	8.957034e-04	9.306206e-04	-3.491721e-05	4.827689e-04	2.891181e-05	-5.485281e-05	-6.427905e-05	-8.699233e-05	2.271329e-05
296           	2.347722e-03	1.202703e-03	1.145020e-03	8.947902e-04	9.296944e-04	-3.490418e-05	4.822993e-04	2.884164e-05	-5.477979e-05	-6.435346e-05	-8.695652e-05	2.260306e-05
297           	2.348217e-03	1.203020e-03	1.145197e-03	8.957018e-04	9.306190e-04	-3.491721e-05	4.827681e-04	2.891167e-05	-5.485291e-05	-6.427892e-05	-8.699237e-05	2.271345e-05
298           	2.347721e-03	1.202702e-03	1.145019e-03	8.947892e-04	9.296933e-04	-3.490415e-05	4.822988e-04	2.884160e-05	-5.477970e-05	-6.435354e-05	-8.695647e-05	2.260293e-05
299           	2.348217e-03	1.203020e-03	1.145197e-03	8.957034e-04	9.306207e-04	-3.491722e-05	4.827689e-04	2.891181e-05	-5.485271e-05	-6.427929e-05	-8.699235e-05	2.271306e-05
300           	2.347722e-03	1.202703e-03	1.145019e-03	8.947899e-04	9.296940e-04	-3.490416e-05	4.822991e-04	2.884165e-05	-5.477988e-05	-6.435327e-05	-8.695651e-05	2.260324e-05
301           	2.348217e-03	1.203020e-03	1.145197e-03	8.957025e-04	9.306197e-04	-3.491722e-05	4.827685e-04	2.891172e-05	-5.485274e-05	-6.427925e-05	-8.699237e-05	2.271312e-05
302           	2.347721e-03	1.202702e-03	1.145019e-03	8.947885e-04	9.296927e-04	-3.490414e-05	4.822984e-04	2.884157e-05	-5.477984e-05	-6.435323e-05	-8.695646e-05	2.260323e-05
303           	2.348218e-03	1.203021e-03	1.145197e-03	8.957028e-04	9.306200e-04	-3.491723e-05	4.827686e-04	2.891175e-05	-5.485267e-05	-6.427941e-05	-8.699237e-05	2.271297e-05
304           	2.347721e-03	1.202702e-03	1.145019e-03	8.947890e-04	9.296931e-04	-3.490414e-05	4.822986e-04	2.884162e-05	-5.477990e-05	-6.435315e-05	-8.695648e-05	2.260333e-05
305           	2.348218e-03	1.203021e-03	1.145197e-03	8.957035e-04	9.306207e-04	-3.491723e-05	4.827690e-04	2.891179e-05	-5.485257e-05	-6.427961e-05	-8.699237e-05	2.271276e-05
306           	2.347720e-03	1.202702e-03	1.145019e-03	8.947884e-04	9.296925e-04	-3.490414e-05	4.822983e-04	2.884158e-05	-5.478000e-05	-6.435293e-05	-8.695647e-05	2.260354e-05
307           	2.348219e-03	1.203021e-03	1.145198e-03	8.957023e-04	9.306196e-04	-3.491723e-05	4.827684e-04	2.891170e-05	-5.485262e-05	-6.427954e-05	-8.699239e-05	2.271285e-05
308           	2.347720e-03	1.202701e-03	1.145018e-03	8.947879e-04	9.296920e-04	-3.490412e-05	4.822981e-04	2.884156e-05	-5.477994e-05	-6.435298e-05	-8.695644e-05	2.260345e-05
309           	2.348219e-03	1.203021e-03	1.145197e-03	8.957039e-04	9.306211e-04	-3.491724e-05	4.827692e-04	2.891182e-05	-5.485245e-05	-6.427986e-05	-8.699238e-05	2.271252e-05
310           	2.347720e-03	1.202702e-03	1.145018e-03	8.947883e-04	9.296924e-04	-3.490413e-05	4.822983e-04	2.884159e-05	-5.478011e-05	-6.435272e-05	-8.695647e-05	2.260375e-05
311           	2.348219e-03	1.203021e-03	1.145198e-03	8.957028e-04	9.306200e-04	-3.491724e-05	4.827686e-04	2.891172e-05	-5.485251e-05	-6.427978e-05	-8.699240e-05	2.271262e-05
312           	2.347719e-03	1.202701e-03	1.145018e-03	8.947872e-04	9.296913e-04	-3.490411e-05	4.822977e-04	2.884153e-05	-5.478005e-05	-6.435273e-05	-8.695642e-05	2.260368e-05
313           	2.348219e-03	1.203021e-03	1.145198e-03	8.957035e-04	9.306208e-04	-3.491725e-05	4.827690e-04	2.891178e-05	-5.485240e-05	-6.428000e-05	-8.699240e-05	2.271241e-05
314           	2.347719e-03	1.202701e-03	1.145018e-03	8.947877e-04	9.296918e-04	-3.490412e-05	4.822980e-04	2.884157e-05	-5.478014e-05	-6.435261e-05	-8.695645e-05	2.260384e-05
315           	2.348220e-03	1.203022e-03	1.145198e-03	8.957037e-04	9.306210e-04	-3.491725e-05	4.827691e-04	2.891178e-05	-5.485235e-05	-6.428010e-05	-8.699240e-05	2.271230e-05
316           	2.347719e-03	1.202701e-03	1.145018e-03	8.947870e-04	9.296911e-04	-3.490411e-05	4.822976e-04	2.884153e-05	-5.478019e-05	-6.435247e-05	-8.695642e-05	2.260395e-05
317           	2.348220e-03	1.203022e-03	1.145198e-03	8.957031e-04	9.306203e-04	-3.491726e-05	4.827688e-04	2.891174e-05	-5.485237e-05	-6.428011e-05	-8.699242e-05	2.271231e-05
318           	2.347718e-03	1.202701e-03	1.145018e-03	8.947868e-04	9.296909e-04	-3.490410e-05	4.822975e-04	2.884154e-05	-5.478016e-05	-6.435250e-05	-8.695641e-05	2.260391e-05
319           	2.348220e-03	1.203022e-03	1.145198e-03	8.957043e-04	9.306216e-04	-3.491726e-05	4.827694e-04	2.891182e-05	-5.485222e-05	-6.428037e-05	-8.699241e-05	2.271204e-05
320           	2.347718e-03	1.202701e-03	1.145018e-03	8.947870e-04	9.296911e-04	-3.490410e-05	4.822976e-04	2.884154e-05	-5.478029e-05	-6.435228e-05	-8.695643e-05	2.260415e-05
321           	2.348221e-03	1.203022e-03	1.145199e-03	8.957033e-04	9.306205e-04	-3.491726e-05	4.827689e-04	2.891174e-05	-5.485228e-05	-6.428029e-05	-8.699243e-05	2.271214e-05
322           	2.347717e-03	1.202700e-03	1.145017e-03	8.947861e-04	9.296902e-04	-3.490409e-05	4.822972e-04	2.884150e-05	-5.478023e-05	-6.435231e-05	-8.695639e-05	2.260408e-05
323           	2.348221e-03	1.203022e-03	1.145199e-03	8.957043e-04	9.306215e-04	-3.491727e-05	4.827694e-04	2.891181e-05	-5.485217e-05	-6.428052e-05	-8.699242e-05	2.271191e-05
324           	2.347718e-03	1.202700e-03	1.145017e-03	8.947867e-04	9.296908e-04	-3.490410e-05	4.822974e-04	2.884154e-05	-5.478034e-05	-6.435216e-05	-8.695642e-05	2.260426e-05
325           	2.348221e-03	1.203022e-03	1.145199e-03	8.957041e-04	9.306213e-04	-3.491727e-05	4.827693e-04	2.891179e-05	-5.485216e-05	-6.428055e-05	-8.699243e-05	2.271188e-05
326           	2.347717e-03	1.202700e-03	1.145017e-03	8.947859e-04	9.296900e-04	-3.490408e-05	4.822970e-04	2.884149e-05	-5.478035e-05	-6.435208e-05	-8.695639e-05	2.260431e-05
327           	2.348222e-03	1.203023e-03	1.145199e-03	8.957039e-04	9.306212e-04	-3.491728e-05	4.827692e-04	2.891178e-05	-5.485214e-05	-6.428061e-05	-8.699244e-05	2.271184e-05
328           	2.347717e-03	1.202700e-03	1.145017e-03	8.947860e-04	9.296901e-04	-3.490408e-05	4.822971e-04	2.884151e-05	-5.478036e-05	-6.435206e-05	-8.695639e-05	2.260433e-05
329           	2.348222e-03	1.203023e-03	1.145199e-03	8.957047e-04	9.306220e-04	-3.491728e-05	4.827696e-04	2.891183e-05	-5.485204e-05	-6.428079e-05	-8.699244e-05	2.271164e-05
330           	2.347717e-03	1.202700e-03	1.145017e-03	8.947859e-04	9.296900e-04	-3.490408e-05	4.822970e-04	2.884150e-05	-5.478046e-05	-6.435188e-05	-8.695640e-05	2.260452e-05
331           	2.348222e-03	1.203023e-03	1.145199e-03	8.957039e-04	9.306211e-04	-3.491728e-05	4.827692e-04	2.891176e-05	-5.485209e-05	-6.428073e-05	-8.699246e-05	2.271172e-05
332           	2.347716e-03	1.202700e-03	1.145017e-03	8.947854e-04	9.296894e-04	-3.490407e-05	4.822967e-04	2.884148e-05	-5.478041e-05	-6.435191e-05	-8.695637e-05	2.260445e-05
333           	2.348222e-03	1.203023e-03	1.145199e-03	8.957049e-04	9.306222e-04	-3.491729e-05	4.827697e-04	2.891184e-05	-5.485197e-05	-6.428095e-05	-8.699245e-05	2.271150e-05
334           	2.347716e-03	1.202700e-03	1.145017e-03	8.947858e-04	9.296898e-04	-3.490408e-05	4.822970e-04	2.884151e-05	-5.478052e-05	-6.435176e-05	-8.695639e-05	2.260464e-05
335           	2.348223e-03	1.203023e-03	1.145200e-03	8.957044e-04	9.306217e-04	-3.491729e-05	4.827695e-04	2.891179e-05	-5.485199e-05	-6.428094e-05	-8.699246e-05	2.271152e-05
336           	2.347716e-03	1.202699e-03	1.145016e-03	8.947850e-04	9.296891e-04	-3.490406e-05	4.822966e-04	2.884147e-05	-5.478050e-05	-6.435172e-05	-8.695636e-05	2.260464e-05
337           	2.348223e-03	1.203023e-03	1.145200e-03	8.957046e-04	9.306219e-04	-3.491730e-05	4.827696e-04	2.891181e-05	-5.485195e-05	-6.428104e-05	-8.699247e-05	2.271143e-05
338           	2.347716e-03	1.202699e-03	1.145016e-03	8.947853e-04	9.296894e-04	-3.490407e-05	4.822967e-04	2.884149e-05	-5.478054e-05	-6.435167e-05	-8.695637e-05	2.260470e-05
339           	2.348223e-03	1.203023e-03	1.145200e-03	8.957051e-04	9.306224e-04	-3.491730e-05	4.827698e-04	2.891183e-05	-5.485188e-05	-6.428116e-05	-8.699246e-05	2.271130e-05
340           	2.347716e-03	1.202699e-03	1.145016e-03	8.947850e-04	9.296891e-04	-3.490406e-05	4.822966e-04	2.884147e-05	-5.478060e-05	-6.435154e-05	-8.695637e-05	2.260483e-05
341           	2.348223e-03	1.203023e-03	1.145200e-03	8.957044e-04	9.306217e-04	-3.491730e-05	4.827695e-04	2.891179e-05	-5.485191e-05	-6.428113e-05	-8.699248e-05	2.271135e-05
342           	2.347715e-03	1.202699e-03	1.145016e-03	8.947847e-04	9.296887e-04	-3.490405e-05	4.822964e-04	2.884146e-05	-5.478057e-05	-6.435156e-05	-8.695635e-05	2.260479e-05
343           	2.348224e-03	1.203024e-03	1.145200e-03	8.957053e-04	9.306226e-04	-3.491731e-05	4.827700e-04	2.891185e-05	-5.485181e-05	-6.428132e-05	-8.699247e-05	2.271115e-05
344           	2.347715e-03	1.202699e-03	1.145016e-03	8.947849e-04	9.296890e-04	-3.490406e-05	4.822965e-04	2.884148e-05	-5.478066e-05	-6.435141e-05	-8.695637e-05	2.260496e-05
345           	2.348224e-03	1.203024e-03	1.145200e-03	8.957048e-04	9.306221e-04	-3.491731e-05	4.827697e-04	2.891180e-05	-5.485184e-05	-6.428129e-05	-8.699248e-05	2.271119e-05
346           	2.347715e-03	1.202699e-03	1.145016e-03	8.947843e-04	9.296884e-04	-3.490405e-05	4.822962e-04	2.884144e-05	-5.478064e-05	-6.435141e-05	-8.695634e-05	2.260493e-05
347           	2.348224e-03	1.203024e-03	1.145200e-03	8.957052e-04	9.306225e-04	-3.491731e-05	4.827699e-04	2.891183e-05	-5.485178e-05	-6.428141e-05	-8.699248e-05	2.271107e-05
348           	2.347715e-03	1.202699e-03	1.145016e-03	8.947846e-04	9.296886e-04	-3.490405e-05	4.822963e-04	2.884147e-05	-5.478069e-05	-6.435133e-05	-8.695636e-05	2.260502e-05
349           	2.348224e-03	1.203024e-03	1.145200e-03	8.957054e-04	9.306227e-04	-3.491731e-05	4.827700e-04	2.891184e-05	-5.485174e-05	-6.428148e-05	-8.699249e-05	2.271100e-05
350           	2.347714e-03	1.202699e-03	1.145016e-03	8.947842e-04	9.296883e-04	-3.490404e-05	4.822962e-04	2.884144e-05	-5.478072e-05	-6.435124e-05	-8.695634e-05	2.260510e-05
351           	2.348224e-03	1.203024e-03	1.145200e-03	8.957050e-04	9.306223e-04	-3.491732e-05	4.827698e-04	2.891181e-05	-5.485175e-05	-6.428149e-05	-8.699250e-05	2.271101e-05
352           	2.347714e-03	1.202699e-03	1.145016e-03	8.947841e-04	9.296881e-04	-3.490404e-05	4.822961e-04	2.884145e-05	-5.478071e-05	-6.435125e-05	-8.695634e-05	2.260509e-05
353           	2.348225e-03	1.203024e-03	1.145200e-03	8.957057e-04	9.306230e-04	-3.491732e-05	4.827702e-04	2.891186e-05	-5.485167e-05	-6.428164e-05	-8.699249e-05	2.271085e-05
354           	2.347714e-03	1.202699e-03	1.145016e-03	8.947842e-04	9.296882e-04	-3.490404e-05	4.822961e-04	2.884145e-05	-5.478079e-05	-6.435112e-05	-8.695635e-05	2.260523e-05
355           	2.348225e-03	1.203024e-03	1.145201e-03	8.957051e-04	9.306225e-04	-3.491732e-05	4.827699e-04	2.891181e-05	-5.485170e-05	-6.428161e-05	-8.699250e-05	2.271090e-05
356           	2.347714e-03	1.202698e-03	1.145015e-03	8.947837e-04	9.296877e-04	-3.490403e-05	4.822959e-04	2.884143e-05	-5.478076e-05	-6.435113e-05	-8.695632e-05	2.260520e-05
357           	2.348225e-03	1.203024e-03	1.145201e-03	8.957057e-04	9.306230e-04	-3.491732e-05	4.827702e-04	2.891185e-05	-5.485163e-05	-6.428174e-05	-8.699250e-05	2.271076e-05
358           	2.347714e-03	1.202698e-03	1.145015e-03	8.947840e-04	9.296880e-04	-3.490404e-05	4.822960e-04	2.884145e-05	-5.478082e-05	-6.435104e-05	-8.695634e-05	2.260530e-05
359           	2.348225e-03	1.203024e-03	1.145201e-03	8.957056e-04	9.306229e-04	-3.491733e-05	4.827701e-04	2.891184e-05	-5.485162e-05	-6.428177e-05	-8.699251e-05	2.271074e-05
360           	2.347713e-03	1.202698e-03	1.145015e-03	8.947835e-04	9.296876e-04	-3.490403e-05	4.822958e-04	2.884142e-05	-5.478083e-05	-6.435099e-05	-8.695632e-05	2.260534e-05
361           	2.348225e-03	1.203025e-03	1.145201e-03	8.957055e-04	9.306228e-04	-3.491733e-05	4.827701e-04	2.891183e-05	-5.485161e-05	-6.428180e-05	-8.699251e-05	2.271071e-05
362           	2.347713e-03	1.202698e-03	1.145015e-03	8.947836e-04	9.296876e-04	-3.490403e-05	4.822958e-04	2.884143e-05	-5.478084e-05	-6.435097e-05	-8.695632e-05	2.260535e-05
363           	2.348226e-03	1.203025e-03	1.145201e-03	8.957060e-04	9.306233e-04	-3.491733e-05	4.827703e-04	2.891186e-05	-5.485155e-05	-6.428192e-05	-8.699251e-05	2.271059e-05
364           	2.347713e-03	1.202698e-03	1.145015e-03	8.947835e-04	9.296875e-04	-3.490403e-05	4.822958e-04	2.884143e-05	-5.478089e-05	-6.435087e-05	-8.695633e-05	2.260546e-05
365           	2.348226e-03	1.203025e-03	1.145201e-03	8.957055e-04	9.306228e-04	-3.491733e-05	4.827701e-04	2.891182e-05	-5.485157e-05	-6.428189e-05	-8.699252e-05	2.271063e-05
366           	2.347713e-03	1.202698e-03	1.145015e-03	8.947832e-04	9.296872e-04	-3.490402e-05	4.822956e-04	2.884141e-05	-5.478087e-05	-6.435088e-05	-8.695631e-05	2.260543e-05
367           	2.348226e-03	1.203025e-03	1.145201e-03	8.957061e-04	9.306234e-04	-3.491734e-05	4.827704e-04	2.891187e-05	-5.485151e-05	-6.428202e-05	-8.699252e-05	2.271050e-05
368           	2.347713e-03	1.202698e-03	1.145015e-03	8.947834e-04	9.296874e-04	-3.490402e-05	4.822957e-04	2.884143e-05	-5.478093e-05	-6.435079e-05	-8.695632e-05	2.260553e-05
369           	2.348226e-03	1.203025e-03	1.145201e-03	8.957058e-04	9.306232e-04	-3.491734e-05	4.827703e-04	2.891184e-05	-5.485151e-05	-6.428202e-05	-8.699252e-05	2.271050e-05
370           	2.347713e-03	1.202698e-03	1.145015e-03	8.947830e-04	9.296870e-04	-3.490402e-05	4.822955e-04	2.884140e-05	-5.478093e-05	-6.435076e-05	-8.695631e-05	2.260555e-05
371           	2.348226e-03	1.203025e-03	1.145201e-03	8.957059e-04	9.306233e-04	-3.491734e-05	4.827703e-04	2.891185e-05	-5.485149e-05	-6.428208e-05	-8.699253e-05	2.271045e-05
372           	2.347713e-03	1.202698e-03	1.145015e-03	8.947831e-04	9.296871e-04	-3.490402e-05	4.822956e-04	2.884142e-05	-5.478095e-05	-6.435073e-05	-8.695631e-05	2.260558e-05
373           	2.348226e-03	1.203025e-03	1.145201e-03	8.957062e-04	9.306236e-04	-3.491734e-05	4.827705e-04	2.891187e-05	-5.485145e-05	-6.428216e-05	-8.699253e-05	2.271037e-05
374           	2.347712e-03	1.202698e-03	1.145015e-03	8.947829e-04	9.296870e-04	-3.490401e-05	4.822955e-04	2.884140e-05	-5.478098e-05	-6.435065e-05	-8.695631e-05	2.260566e-05
375           	2.348227e-03	1.203025e-03	1.145201e-03	8.957059e-04	9.306232e-04	-3.491734e-05	4.827703e-04	2.891184e-05	-5.485146e-05	-6.428215e-05	-8.699253e-05	2.271039e-05
376           	2.347712e-03	1.202697e-03	1.145015e-03	8.947827e-04	9.296867e-04	-3.490401e-05	4.822954e-04	2.884140e-05	-5.478097e-05	-6.435066e-05	-8.695630e-05	2.260564e-05
377           	2.348227e-03	1.203025e-03	1.145201e-03	8.957064e-04	9.306237e-04	-3.491735e-05	4.827705e-04	2.891188e-05	-5.485140e-05	-6.428226e-05	-8.699253e-05	2.271027e-05
378           	2.347712e-03	1.202698e-03	1.145015e-03	8.947829e-04	9.296869e-04	-3.490401e-05	4.822954e-04	2.884141e-05	-5.478102e-05	-6.435057e-05	-8.695631e-05	2.260574e-05
379           	2.348227e-03	1.203025e-03	1.145202e-03	8.957061e-04	9.306234e-04	-3.491735e-05	4.827704e-04	2.891185e-05	-5.485141e-05	-6.428225e-05	-8.699254e-05	2.271029e-05
380           	2.347712e-03	1.202697e-03	1.145015e-03	8.947825e-04	9.296865e-04	-3.490400e-05	4.822953e-04	2.884139e-05	-5.478101e-05	-6.435056e-05	-8.695629e-05	2.260573e-05
381           	2.348227e-03	1.203025e-03	1.145202e-03	8.957063e-04	9.306236e-04	-3.491735e-05	4.827705e-04	2.891186e-05	-5.485138e-05	-6.428232e-05	-8.699254e-05	2.271022e-05
382           	2.347712e-03	1.202697e-03	1.145015e-03	8.947827e-04	9.296867e-04	-3.490401e-05	4.822953e-04	2.884140e-05	-5.478104e-05	-6.435052e-05	-8.695630e-05	2.260578e-05
