# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
119           	2.348055e-03	1.202940e-03	1.145115e-03	8.957544e-04	9.306700e-04	-3.491560e-05	4.827928e-04	2.891229e-05	-5.487386e-05	-6.423210e-05	-8.698991e-05	2.275781e-05
120           	2.347838e-03	1.202767e-03	1.145072e-03	8.949976e-04	9.299041e-04	-3.490656e-05	4.824054e-04	2.884771e-05	-5.476296e-05	-6.439259e-05	-8.695926e-05	2.256666e-05
121           	2.348055e-03	1.202941e-03	1.145114e-03	8.957724e-04	9.306881e-04	-3.491560e-05	4.828018e-04	2.891359e-05	-5.487201e-05	-6.423527e-05	-8.698965e-05	2.275438e-05
122           	2.347839e-03	1.202766e-03	1.145072e-03	8.949873e-04	9.298938e-04	-3.490654e-05	4.824002e-04	2.884689e-05	-5.476574e-05	-6.438726e-05	-8.695937e-05	2.257210e-05
123           	2.348067e-03	1.202945e-03	1.145123e-03	8.957348e-04	9.306504e-04	-3.491562e-05	4.827830e-04	2.891092e-05	-5.487498e-05	-6.423062e-05	-8.699029e-05	2.275967e-05
124           	2.347824e-03	1.202759e-03	1.145066e-03	8.949713e-04	9.298775e-04	-3.490620e-05	4.823918e-04	2.884649e-05	-5.476364e-05	-6.438987e-05	-8.695857e-05	2.256870e-05
125           	2.348065e-03	1.202946e-03	1.145118e-03	8.957696e-04	9.306853e-04	-3.491573e-05	4.828005e-04	2.891381e-05	-5.487144e-05	-6.423679e-05	-8.698983e-05	2.275304e-05
126           	2.347839e-03	1.202767e-03	1.145072e-03	8.949842e-04	9.298907e-04	-3.490655e-05	4.823986e-04	2.884724e-05	-5.476748e-05	-6.438430e-05	-8.695963e-05	2.257532e-05
127           	2.348075e-03	1.202949e-03	1.145126e-03	8.957374e-04	9.306530e-04	-3.491568e-05	4.827844e-04	2.891126e-05	-5.487392e-05	-6.423281e-05	-8.699033e-05	2.275752e-05
128           	2.347819e-03	1.202755e-03	1.145064e-03	8.949544e-04	9.298604e-04	-3.490606e-05	4.823833e-04	2.884568e-05	-5.476575e-05	-6.438541e-05	-8.695845e-05	2.257305e-05
129           	2.348077e-03	1.202951e-03	1.145126e-03	8.957485e-04	9.306643e-04	-3.491581e-05	4.827901e-04	2.891256e-05	-5.487232e-05	-6.423588e-05	-8.699026e-05	2.275438e-05
130           	2.347829e-03	1.202761e-03	1.145068e-03	8.949674e-04	9.298737e-04	-3.490631e-05	4.823900e-04	2.884684e-05	-5.476743e-05	-6.438361e-05	-8.695924e-05	2.257563e-05
131           	2.348080e-03	1.202953e-03	1.145127e-03	8.957505e-04	9.306663e-04	-3.491578e-05	4.827911e-04	2.891261e-05	-5.487164e-05	-6.423715e-05	-8.699021e-05	2.275306e-05
132           	2.347822e-03	1.202757e-03	1.145065e-03	8.949496e-04	9.298557e-04	-3.490612e-05	4.823809e-04	2.884569e-05	-5.476844e-05	-6.438086e-05	-8.695887e-05	2.257801e-05
133           	2.348089e-03	1.202956e-03	1.145133e-03	8.957263e-04	9.306421e-04	-3.491583e-05	4.827790e-04	2.891108e-05	-5.487310e-05	-6.423507e-05	-8.699064e-05	2.275556e-05
134           	2.347816e-03	1.202754e-03	1.145062e-03	8.949435e-04	9.298495e-04	-3.490598e-05	4.823777e-04	2.884586e-05	-5.476714e-05	-6.438287e-05	-8.695857e-05	2.257571e-05
135           	2.348087e-03	1.202957e-03	1.145130e-03	8.957535e-04	9.306694e-04	-3.491589e-05	4.827927e-04	2.891328e-05	-5.487004e-05	-6.424040e-05	-8.699024e-05	2.274984e-05
136           	2.347825e-03	1.202758e-03	1.145066e-03	8.949478e-04	9.298540e-04	-3.490618e-05	4.823801e-04	2.884603e-05	-5.477010e-05	-6.437826e-05	-8.695923e-05	2.258097e-05
137           	2.348097e-03	1.202959e-03	1.145138e-03	8.957210e-04	9.306369e-04	-3.491587e-05	4.827764e-04	2.891082e-05	-5.487237e-05	-6.423676e-05	-8.699075e-05	2.275399e-05
138           	2.347808e-03	1.202749e-03	1.145059e-03	8.949245e-04	9.298303e-04	-3.490578e-05	4.823680e-04	2.884497e-05	-5.476807e-05	-6.438032e-05	-8.695823e-05	2.257791e-05
139           	2.348097e-03	1.202961e-03	1.145136e-03	8.957403e-04	9.306563e-04	-3.491599e-05	4.827861e-04	2.891264e-05	-5.486998e-05	-6.424109e-05	-8.699052e-05	2.274944e-05
140           	2.347819e-03	1.202756e-03	1.145064e-03	8.949377e-04	9.298438e-04	-3.490606e-05	4.823749e-04	2.884596e-05	-5.477020e-05	-6.437776e-05	-8.695908e-05	2.258132e-05
141           	2.348102e-03	1.202963e-03	1.145139e-03	8.957304e-04	9.306464e-04	-3.491596e-05	4.827812e-04	2.891179e-05	-5.487033e-05	-6.424066e-05	-8.699066e-05	2.275000e-05
142           	2.347808e-03	1.202749e-03	1.145059e-03	8.949166e-04	9.298224e-04	-3.490579e-05	4.823641e-04	2.884473e-05	-5.477003e-05	-6.437679e-05	-8.695843e-05	2.258164e-05
143           	2.348107e-03	1.202965e-03	1.145142e-03	8.957198e-04	9.306359e-04	-3.491603e-05	4.827759e-04	2.891133e-05	-5.487055e-05	-6.424064e-05	-8.699087e-05	2.275023e-05
144           	2.347808e-03	1.202749e-03	1.145059e-03	8.949180e-04	9.298238e-04	-3.490579e-05	4.823648e-04	2.884525e-05	-5.476973e-05	-6.437759e-05	-8.695853e-05	2.258094e-05
145           	2.348106e-03	1.202966e-03	1.145141e-03	8.957368e-04	9.306529e-04	-3.491605e-05	4.827845e-04	2.891265e-05	-5.486844e-05	-6.424433e-05	-8.699060e-05	2.274627e-05
146           	2.347811e-03	1.202750e-03	1.145061e-03	8.949146e-04	9.298205e-04	-3.490586e-05	4.823632e-04	2.884495e-05	-5.477176e-05	-6.437405e-05	-8.695878e-05	2.258473e-05
147           	2.348115e-03	1.202968e-03	1.145147e-03	8.957088e-04	9.306249e-04	-3.491606e-05	4.827705e-04	2.891063e-05	-5.487034e-05	-6.424142e-05	-8.699105e-05	2.274963e-05
148           	2.347799e-03	1.202744e-03	1.145055e-03	8.948993e-04	9.298049e-04	-3.490557e-05	4.823552e-04	2.884440e-05	-5.476997e-05	-6.437623e-05	-8.695808e-05	2.258185e-05
149           	2.348114e-03	1.202970e-03	1.145145e-03	8.957305e-04	9.306466e-04	-3.491615e-05	4.827814e-04	2.891252e-05	-5.486779e-05	-6.424594e-05	-8.699076e-05	2.274482e-05
150           	2.347809e-03	1.202749e-03	1.145059e-03	8.949091e-04	9.298149e-04	-3.490582e-05	4.823603e-04	2.884506e-05	-5.477225e-05	-6.437314e-05	-8.695882e-05	2.258568e-05
151           	2.348120e-03	1.202971e-03	1.145149e-03	8.957132e-04	9.306293e-04	-3.491612e-05	4.827727e-04	2.891113e-05	-5.486884e-05	-6.424435e-05	-8.699102e-05	2.274667e-05
152           	2.347796e-03	1.202742e-03	1.145054e-03	8.948891e-04	9.297946e-04	-3.490551e-05	4.823501e-04	2.884398e-05	-5.477129e-05	-6.437357e-05	-8.695808e-05	2.258451e-05
153           	2.348123e-03	1.202973e-03	1.145150e-03	8.957144e-04	9.306306e-04	-3.491620e-05	4.827734e-04	2.891154e-05	-5.486808e-05	-6.424595e-05	-8.699105e-05	2.274510e-05
154           	2.347800e-03	1.202745e-03	1.145056e-03	8.948952e-04	9.298008e-04	-3.490562e-05	4.823532e-04	2.884466e-05	-5.477182e-05	-6.437325e-05	-8.695845e-05	2.258519e-05
155           	2.348124e-03	1.202974e-03	1.145150e-03	8.957211e-04	9.306373e-04	-3.491620e-05	4.827768e-04	2.891202e-05	-5.486694e-05	-6.424799e-05	-8.699093e-05	2.274294e-05
156           	2.347798e-03	1.202743e-03	1.145055e-03	8.948863e-04	9.297919e-04	-3.490556e-05	4.823487e-04	2.884406e-05	-5.477286e-05	-6.437100e-05	-8.695837e-05	2.258736e-05
157           	2.348131e-03	1.202976e-03	1.145155e-03	8.957011e-04	9.306173e-04	-3.491622e-05	4.827668e-04	2.891066e-05	-5.486813e-05	-6.424628e-05	-8.699127e-05	2.274499e-05
158           	2.347791e-03	1.202740e-03	1.145052e-03	8.948784e-04	9.297838e-04	-3.490540e-05	4.823446e-04	2.884395e-05	-5.477162e-05	-6.437274e-05	-8.695799e-05	2.258525e-05
159           	2.348130e-03	1.202977e-03	1.145153e-03	8.957205e-04	9.306368e-04	-3.491628e-05	4.827765e-04	2.891227e-05	-5.486584e-05	-6.425030e-05	-8.699100e-05	2.274069e-05
160           	2.347798e-03	1.202743e-03	1.145055e-03	8.948837e-04	9.297893e-04	-3.490557e-05	4.823474e-04	2.884425e-05	-5.477363e-05	-6.436978e-05	-8.695852e-05	2.258875e-05
161           	2.348136e-03	1.202979e-03	1.145157e-03	8.957007e-04	9.306169e-04	-3.491626e-05	4.827666e-04	2.891073e-05	-5.486715e-05	-6.424831e-05	-8.699130e-05	2.274300e-05
162           	2.347787e-03	1.202737e-03	1.145050e-03	8.948671e-04	9.297724e-04	-3.490529e-05	4.823388e-04	2.884343e-05	-5.477237e-05	-6.437093e-05	-8.695783e-05	2.258690e-05
163           	2.348137e-03	1.202980e-03	1.145157e-03	8.957099e-04	9.306263e-04	-3.491635e-05	4.827713e-04	2.891168e-05	-5.486579e-05	-6.425086e-05	-8.699122e-05	2.274035e-05
164           	2.347793e-03	1.202741e-03	1.145052e-03	8.948750e-04	9.297805e-04	-3.490545e-05	4.823430e-04	2.884410e-05	-5.477345e-05	-6.436974e-05	-8.695832e-05	2.258858e-05
165           	2.348140e-03	1.202981e-03	1.145158e-03	8.957082e-04	9.306245e-04	-3.491633e-05	4.827704e-04	2.891148e-05	-5.486550e-05	-6.425147e-05	-8.699123e-05	2.273976e-05
166           	2.347787e-03	1.202737e-03	1.145050e-03	8.948633e-04	9.297687e-04	-3.490531e-05	4.823370e-04	2.884337e-05	-5.477370e-05	-6.436862e-05	-8.695801e-05	2.258939e-05
167           	2.348145e-03	1.202983e-03	1.145162e-03	8.956971e-04	9.306135e-04	-3.491637e-05	4.827649e-04	2.891082e-05	-5.486596e-05	-6.425095e-05	-8.699144e-05	2.274049e-05
168           	2.347785e-03	1.202736e-03	1.145049e-03	8.948614e-04	9.297667e-04	-3.490526e-05	4.823360e-04	2.884356e-05	-5.477312e-05	-6.436961e-05	-8.695792e-05	2.258831e-05
169           	2.348144e-03	1.202984e-03	1.145160e-03	8.957115e-04	9.306279e-04	-3.491641e-05	4.827722e-04	2.891196e-05	-5.486422e-05	-6.425401e-05	-8.699123e-05	2.273722e-05
170           	2.347788e-03	1.202738e-03	1.145051e-03	8.948622e-04	9.297675e-04	-3.490534e-05	4.823364e-04	2.884355e-05	-5.477468e-05	-6.436708e-05	-8.695821e-05	2.259114e-05
171           	2.348150e-03	1.202986e-03	1.145165e-03	8.956930e-04	9.306094e-04	-3.491640e-05	4.827629e-04	2.891056e-05	-5.486547e-05	-6.425213e-05	-8.699153e-05	2.273940e-05
172           	2.347779e-03	1.202733e-03	1.145046e-03	8.948501e-04	9.297552e-04	-3.490512e-05	4.823302e-04	2.884304e-05	-5.477346e-05	-6.436843e-05	-8.695767e-05	2.258924e-05
173           	2.348150e-03	1.202987e-03	1.145163e-03	8.957059e-04	9.306224e-04	-3.491647e-05	4.827694e-04	2.891172e-05	-5.486387e-05	-6.425501e-05	-8.699138e-05	2.273636e-05
174           	2.347785e-03	1.202736e-03	1.145049e-03	8.948574e-04	9.297627e-04	-3.490528e-05	4.823340e-04	2.884356e-05	-5.477481e-05	-6.436669e-05	-8.695816e-05	2.259146e-05
175           	2.348154e-03	1.202988e-03	1.145166e-03	8.956985e-04	9.306149e-04	-3.491646e-05	4.827657e-04	2.891107e-05	-5.486420e-05	-6.425458e-05	-8.699149e-05	2.273691e-05
176           	2.347778e-03	1.202732e-03	1.145046e-03	8.948453e-04	9.297504e-04	-3.490510e-05	4.823277e-04	2.884286e-05	-5.477448e-05	-6.436649e-05	-8.695773e-05	2.259124e-05
177           	2.348157e-03	1.202989e-03	1.145167e-03	8.956956e-04	9.306121e-04	-3.491651e-05	4.827643e-04	2.891103e-05	-5.486402e-05	-6.425512e-05	-8.699158e-05	2.273646e-05
178           	2.347779e-03	1.202733e-03	1.145046e-03	8.948476e-04	9.297528e-04	-3.490513e-05	4.823289e-04	2.884323e-05	-5.477451e-05	-6.436668e-05	-8.695785e-05	2.259117e-05
179           	2.348157e-03	1.202990e-03	1.145167e-03	8.957039e-04	9.306205e-04	-3.491652e-05	4.827685e-04	2.891164e-05	-5.486292e-05	-6.425708e-05	-8.699146e-05	2.273438e-05
180           	2.347779e-03	1.202732e-03	1.145046e-03	8.948445e-04	9.297496e-04	-3.490514e-05	4.823274e-04	2.884297e-05	-5.477552e-05	-6.436480e-05	-8.695792e-05	2.259312e-05
181           	2.348162e-03	1.202992e-03	1.145170e-03	8.956893e-04	9.306058e-04	-3.491653e-05	4.827612e-04	2.891058e-05	-5.486386e-05	-6.425569e-05	-8.699171e-05	2.273602e-05
182           	2.347772e-03	1.202729e-03	1.145043e-03	8.948373e-04	9.297422e-04	-3.490499e-05	4.823236e-04	2.884275e-05	-5.477457e-05	-6.436600e-05	-8.695757e-05	2.259157e-05
183           	2.348161e-03	1.202992e-03	1.145169e-03	8.957027e-04	9.306193e-04	-3.491659e-05	4.827679e-04	2.891169e-05	-5.486232e-05	-6.425844e-05	-8.699154e-05	2.273310e-05
184           	2.347778e-03	1.202732e-03	1.145046e-03	8.948425e-04	9.297476e-04	-3.490512e-05	4.823264e-04	2.884308e-05	-5.477593e-05	-6.436408e-05	-8.695797e-05	2.259389e-05
185           	2.348165e-03	1.202993e-03	1.145172e-03	8.956920e-04	9.306086e-04	-3.491657e-05	4.827626e-04	2.891081e-05	-5.486300e-05	-6.425743e-05	-8.699171e-05	2.273429e-05
186           	2.347770e-03	1.202727e-03	1.145042e-03	8.948315e-04	9.297364e-04	-3.490494e-05	4.823207e-04	2.884249e-05	-5.477528e-05	-6.436447e-05	-8.695752e-05	2.259304e-05
187           	2.348167e-03	1.202995e-03	1.145172e-03	8.956954e-04	9.306120e-04	-3.491663e-05	4.827643e-04	2.891121e-05	-5.486235e-05	-6.425872e-05	-8.699171e-05	2.273299e-05
188           	2.347773e-03	1.202729e-03	1.145044e-03	8.948366e-04	9.297416e-04	-3.490502e-05	4.823233e-04	2.884294e-05	-5.477572e-05	-6.436411e-05	-8.695778e-05	2.259367e-05
189           	2.348168e-03	1.202995e-03	1.145173e-03	8.956982e-04	9.306148e-04	-3.491663e-05	4.827657e-04	2.891136e-05	-5.486182e-05	-6.425972e-05	-8.699168e-05	2.273195e-05
190           	2.347770e-03	1.202728e-03	1.145043e-03	8.948305e-04	9.297354e-04	-3.490496e-05	4.823202e-04	2.884253e-05	-5.477621e-05	-6.436290e-05	-8.695766e-05	2.259475e-05
191           	2.348172e-03	1.202997e-03	1.145175e-03	8.956887e-04	9.306053e-04	-3.491665e-05	4.827610e-04	2.891072e-05	-5.486233e-05	-6.425904e-05	-8.699185e-05	2.273281e-05
192           	2.347767e-03	1.202726e-03	1.145041e-03	8.948280e-04	9.297329e-04	-3.490488e-05	4.823189e-04	2.884257e-05	-5.477558e-05	-6.436385e-05	-8.695750e-05	2.259365e-05
193           	2.348171e-03	1.202997e-03	1.145174e-03	8.957001e-04	9.306168e-04	-3.491668e-05	4.827667e-04	2.891161e-05	-5.486101e-05	-6.426139e-05	-8.699170e-05	2.273031e-05
194           	2.347770e-03	1.202728e-03	1.145042e-03	8.948301e-04	9.297350e-04	-3.490496e-05	4.823200e-04	2.884266e-05	-5.477675e-05	-6.436202e-05	-8.695776e-05	2.259573e-05
195           	2.348175e-03	1.202998e-03	1.145177e-03	8.956887e-04	9.306054e-04	-3.491668e-05	4.827610e-04	2.891071e-05	-5.486177e-05	-6.426023e-05	-8.699189e-05	2.273166e-05
196           	2.347763e-03	1.202724e-03	1.145039e-03	8.948219e-04	9.297267e-04	-3.490481e-05	4.823158e-04	2.884227e-05	-5.477596e-05	-6.436283e-05	-8.695737e-05	2.259454e-05
197           	2.348176e-03	1.202999e-03	1.145176e-03	8.956961e-04	9.306128e-04	-3.491673e-05	4.827648e-04	2.891137e-05	-5.486083e-05	-6.426198e-05	-8.699183e-05	2.272984e-05
198           	2.347767e-03	1.202726e-03	1.145041e-03	8.948266e-04	9.297315e-04	-3.490490e-05	4.823182e-04	2.884263e-05	-5.477675e-05	-6.436182e-05	-8.695766e-05	2.259584e-05
199           	2.348177e-03	1.203000e-03	1.145178e-03	8.956940e-04	9.306108e-04	-3.491672e-05	4.827637e-04	2.891114e-05	-5.486081e-05	-6.426210e-05	-8.699186e-05	2.272976e-05
200           	2.347763e-03	1.202724e-03	1.145039e-03	8.948202e-04	9.297250e-04	-3.490480e-05	4.823149e-04	2.884223e-05	-5.477675e-05	-6.436139e-05	-8.695744e-05	2.259605e-05
201           	2.348180e-03	1.203001e-03	1.145179e-03	8.956901e-04	9.306068e-04	-3.491675e-05	4.827618e-04	2.891092e-05	-5.486090e-05	-6.426213e-05	-8.699197e-05	2.272984e-05
202           	2.347762e-03	1.202723e-03	1.145038e-03	8.948200e-04	9.297248e-04	-3.490479e-05	4.823148e-04	2.884237e-05	-5.477662e-05	-6.436164e-05	-8.695744e-05	2.259579e-05
203           	2.348180e-03	1.203001e-03	1.145178e-03	8.956978e-04	9.306146e-04	-3.491677e-05	4.827657e-04	2.891149e-05	-5.486000e-05	-6.426372e-05	-8.699186e-05	2.272814e-05
204           	2.347763e-03	1.202724e-03	1.145039e-03	8.948203e-04	9.297252e-04	-3.490482e-05	4.823150e-04	2.884234e-05	-5.477742e-05	-6.436028e-05	-8.695756e-05	2.259728e-05
205           	2.348184e-03	1.203003e-03	1.145181e-03	8.956881e-04	9.306049e-04	-3.491678e-05	4.827608e-04	2.891075e-05	-5.486066e-05	-6.426276e-05	-8.699204e-05	2.272928e-05
206           	2.347758e-03	1.202721e-03	1.145037e-03	8.948140e-04	9.297188e-04	-3.490470e-05	4.823117e-04	2.884208e-05	-5.477681e-05	-6.436091e-05	-8.695727e-05	2.259636e-05
207           	2.348183e-03	1.203003e-03	1.145180e-03	8.956965e-04	9.306133e-04	-3.491682e-05	4.827651e-04	2.891144e-05	-5.485970e-05	-6.426448e-05	-8.699194e-05	2.272745e-05
208           	2.347761e-03	1.202723e-03	1.145038e-03	8.948188e-04	9.297236e-04	-3.490479e-05	4.823142e-04	2.884238e-05	-5.477763e-05	-6.435983e-05	-8.695755e-05	2.259772e-05
209           	2.348186e-03	1.203004e-03	1.145182e-03	8.956918e-04	9.306086e-04	-3.491681e-05	4.827627e-04	2.891101e-05	-5.485996e-05	-6.426414e-05	-8.699203e-05	2.272788e-05
210           	2.347756e-03	1.202720e-03	1.145036e-03	8.948120e-04	9.297167e-04	-3.490468e-05	4.823107e-04	2.884199e-05	-5.477737e-05	-6.435981e-05	-8.695728e-05	2.259746e-05
211           	2.348187e-03	1.203005e-03	1.145183e-03	8.956921e-04	9.306089e-04	-3.491684e-05	4.827629e-04	2.891111e-05	-5.485971e-05	-6.426471e-05	-8.699206e-05	2.272735e-05
212           	2.347757e-03	1.202721e-03	1.145036e-03	8.948144e-04	9.297191e-04	-3.490471e-05	4.823119e-04	2.884224e-05	-5.477750e-05	-6.435975e-05	-8.695738e-05	2.259763e-05
213           	2.348188e-03	1.203005e-03	1.145182e-03	8.956963e-04	9.306132e-04	-3.491685e-05	4.827650e-04	2.891139e-05	-5.485914e-05	-6.426575e-05	-8.699201e-05	2.272626e-05
214           	2.347756e-03	1.202720e-03	1.145036e-03	8.948122e-04	9.297169e-04	-3.490469e-05	4.823108e-04	2.884206e-05	-5.477799e-05	-6.435877e-05	-8.695737e-05	2.259860e-05
215           	2.348191e-03	1.203006e-03	1.145184e-03	8.956891e-04	9.306060e-04	-3.491686e-05	4.827614e-04	2.891085e-05	-5.485957e-05	-6.426514e-05	-8.699215e-05	2.272700e-05
216           	2.347753e-03	1.202718e-03	1.145034e-03	8.948091e-04	9.297137e-04	-3.490462e-05	4.823092e-04	2.884199e-05	-5.477750e-05	-6.435940e-05	-8.695720e-05	2.259780e-05
217           	2.348190e-03	1.203007e-03	1.145184e-03	8.956972e-04	9.306141e-04	-3.491689e-05	4.827655e-04	2.891149e-05	-5.485866e-05	-6.426677e-05	-8.699205e-05	2.272528e-05
218           	2.347755e-03	1.202720e-03	1.145035e-03	8.948119e-04	9.297166e-04	-3.490468e-05	4.823107e-04	2.884215e-05	-5.477829e-05	-6.435823e-05	-8.695741e-05	2.259917e-05
219           	2.348193e-03	1.203007e-03	1.145185e-03	8.956910e-04	9.306079e-04	-3.491689e-05	4.827624e-04	2.891096e-05	-5.485908e-05	-6.426617e-05	-8.699216e-05	2.272599e-05
220           	2.347751e-03	1.202717e-03	1.145033e-03	8.948060e-04	9.297106e-04	-3.490458e-05	4.823076e-04	2.884184e-05	-5.477789e-05	-6.435851e-05	-8.695715e-05	2.259864e-05
221           	2.348194e-03	1.203008e-03	1.145186e-03	8.956944e-04	9.306113e-04	-3.491692e-05	4.827641e-04	2.891128e-05	-5.485860e-05	-6.426709e-05	-8.699215e-05	2.272506e-05
222           	2.347752e-03	1.202718e-03	1.145034e-03	8.948093e-04	9.297139e-04	-3.490463e-05	4.823093e-04	2.884210e-05	-5.477828e-05	-6.435807e-05	-8.695731e-05	2.259924e-05
223           	2.348195e-03	1.203009e-03	1.145186e-03	8.956953e-04	9.306122e-04	-3.491693e-05	4.827646e-04	2.891129e-05	-5.485839e-05	-6.426751e-05	-8.699214e-05	2.272464e-05
224           	2.347750e-03	1.202717e-03	1.145033e-03	8.948058e-04	9.297103e-04	-3.490458e-05	4.823075e-04	2.884186e-05	-5.477848e-05	-6.435746e-05	-8.695721e-05	2.259976e-05
225           	2.348197e-03	1.203009e-03	1.145187e-03	8.956911e-04	9.306081e-04	-3.491694e-05	4.827625e-04	2.891100e-05	-5.485860e-05	-6.426726e-05	-8.699224e-05	2.272497e-05
226           	2.347748e-03	1.202716e-03	1.145032e-03	8.948049e-04	9.297095e-04	-3.490455e-05	4.823070e-04	2.884191e-05	-5.477825e-05	-6.435779e-05	-8.695715e-05	2.259936e-05
227           	2.348196e-03	1.203010e-03	1.145187e-03	8.956976e-04	9.306145e-04	-3.491697e-05	4.827658e-04	2.891148e-05	-5.485790e-05	-6.426853e-05	-8.699216e-05	2.272363e-05
228           	2.347750e-03	1.202717e-03	1.145033e-03	8.948060e-04	9.297106e-04	-3.490459e-05	4.823076e-04	2.884194e-05	-5.477891e-05	-6.435673e-05	-8.695727e-05	2.260054e-05
229           	2.348199e-03	1.203010e-03	1.145188e-03	8.956913e-04	9.306083e-04	-3.491697e-05	4.827626e-04	2.891098e-05	-5.485833e-05	-6.426788e-05	-8.699227e-05	2.272439e-05
230           	2.347746e-03	1.202715e-03	1.145031e-03	8.948016e-04	9.297061e-04	-3.490450e-05	4.823053e-04	2.884173e-05	-5.477850e-05	-6.435711e-05	-8.695706e-05	2.259995e-05
231           	2.348199e-03	1.203011e-03	1.145188e-03	8.956964e-04	9.306134e-04	-3.491700e-05	4.827652e-04	2.891140e-05	-5.485775e-05	-6.426895e-05	-8.699223e-05	2.272328e-05
232           	2.347748e-03	1.202716e-03	1.145032e-03	8.948047e-04	9.297093e-04	-3.490455e-05	4.823069e-04	2.884195e-05	-5.477901e-05	-6.435644e-05	-8.695723e-05	2.260078e-05
233           	2.348200e-03	1.203011e-03	1.145189e-03	8.956949e-04	9.306119e-04	-3.491700e-05	4.827644e-04	2.891122e-05	-5.485779e-05	-6.426895e-05	-8.699226e-05	2.272332e-05
234           	2.347745e-03	1.202714e-03	1.145031e-03	8.948007e-04	9.297052e-04	-3.490449e-05	4.823049e-04	2.884170e-05	-5.477898e-05	-6.435619e-05	-8.695708e-05	2.260089e-05
235           	2.348202e-03	1.203012e-03	1.145190e-03	8.956936e-04	9.306106e-04	-3.491702e-05	4.827638e-04	2.891116e-05	-5.485777e-05	-6.426909e-05	-8.699231e-05	2.272323e-05
236           	2.347745e-03	1.202714e-03	1.145030e-03	8.948015e-04	9.297060e-04	-3.490449e-05	4.823053e-04	2.884183e-05	-5.477897e-05	-6.435626e-05	-8.695710e-05	2.260084e-05
237           	2.348202e-03	1.203012e-03	1.145189e-03	8.956978e-04	9.306149e-04	-3.491703e-05	4.827659e-04	2.891146e-05	-5.485728e-05	-6.426996e-05	-8.699226e-05	2.272230e-05
238           	2.347745e-03	1.202714e-03	1.145031e-03	8.948011e-04	9.297056e-04	-3.490450e-05	4.823051e-04	2.884177e-05	-5.477943e-05	-6.435542e-05	-8.695714e-05	2.260172e-05
239           	2.348204e-03	1.203013e-03	1.145191e-03	8.956927e-04	9.306097e-04	-3.491703e-05	4.827634e-04	2.891105e-05	-5.485764e-05	-6.426945e-05	-8.699236e-05	2.272291e-05
240           	2.347742e-03	1.202712e-03	1.145029e-03	8.947983e-04	9.297027e-04	-3.490444e-05	4.823036e-04	2.884166e-05	-5.477909e-05	-6.435579e-05	-8.695699e-05	2.260120e-05
241           	2.348204e-03	1.203013e-03	1.145190e-03	8.956980e-04	9.306151e-04	-3.491706e-05	4.827661e-04	2.891147e-05	-5.485705e-05	-6.427050e-05	-8.699230e-05	2.272180e-05
242           	2.347743e-03	1.202713e-03	1.145030e-03	8.948007e-04	9.297052e-04	-3.490448e-05	4.823048e-04	2.884181e-05	-5.477962e-05	-6.435503e-05	-8.695714e-05	2.260210e-05
243           	2.348205e-03	1.203014e-03	1.145191e-03	8.956950e-04	9.306120e-04	-3.491706e-05	4.827645e-04	2.891119e-05	-5.485724e-05	-6.427024e-05	-8.699236e-05	2.272212e-05
244           	2.347740e-03	1.202712e-03	1.145029e-03	8.947969e-04	9.297013e-04	-3.490442e-05	4.823029e-04	2.884159e-05	-5.477946e-05	-6.435504e-05	-8.695697e-05	2.260194e-05
245           	2.348206e-03	1.203014e-03	1.145192e-03	8.956960e-04	9.306131e-04	-3.491708e-05	4.827651e-04	2.891130e-05	-5.485704e-05	-6.427067e-05	-8.699238e-05	2.272170e-05
246           	2.347741e-03	1.202712e-03	1.145029e-03	8.947986e-04	9.297030e-04	-3.490444e-05	4.823037e-04	2.884175e-05	-5.477962e-05	-6.435486e-05	-8.695705e-05	2.260219e-05
247           	2.348207e-03	1.203015e-03	1.145192e-03	8.956981e-04	9.306151e-04	-3.491709e-05	4.827661e-04	2.891142e-05	-5.485677e-05	-6.427117e-05	-8.699236e-05	2.272119e-05
248           	2.347740e-03	1.202712e-03	1.145028e-03	8.947971e-04	9.297015e-04	-3.490442e-05	4.823029e-04	2.884163e-05	-5.477988e-05	-6.435429e-05	-8.695702e-05	2.260273e-05
249           	2.348208e-03	1.203015e-03	1.145193e-03	8.956945e-04	9.306116e-04	-3.491710e-05	4.827644e-04	2.891115e-05	-5.485699e-05	-6.427088e-05	-8.699243e-05	2.272155e-05
250           	2.347738e-03	1.202711e-03	1.145027e-03	8.947957e-04	9.297001e-04	-3.490438e-05	4.823022e-04	2.884161e-05	-5.477966e-05	-6.435455e-05	-8.695694e-05	2.260239e-05
